site_code,region_name,region_lat_name,region_code_label,avg_site_lat,sst20_summer_mean_c,sst20_summer_sd_c,sst21_summer_mean_c,sst21_summer_sd_c,sst22_summer_mean_c,sst22_summer_sd_c,sst23_summer_mean_c,sst23_summer_sd_c,sst24_summer_mean_c,sst24_summer_sd_c,region_code,region_name_label,samples,sites,mean_5yr_site
NC_PM,CA_SF,14,"San Francisco Bay 1, California",37.9461065,17.99012950757228,0.6085735330887891,17.359025211509213,0.5354731905897818,14.391825376738101,1.8075687990276093,17.6128357598541,1.2104672620055876,17.6128357598541,1.2104672620055876,CA_NCb,"San Francisco Bay, California",48,3,16.99333032310556
NC_RB,CA_SF,14,"San Francisco Bay 1, California",37.8724225,16.926034927368164,0.6685834527015686,16.6744384765625,0.7539702653884888,14.367756843566895,1.7918670177459717,16.655517578125,1.138436198234558,16.655517578125,1.138436198234558,CA_NCb,"San Francisco Bay, California",48,3,16.25585308074951
MB_CB,CA_MB,15,"Morro Bay, California",35.372155,14.730753898620605,0.8048709034919739,15.356903076171875,0.8571218848228455,14.208892822265625,0.7464851140975952,14.87006664276123,0.9782806634902954,14.87006664276123,0.9782806634902954,CA_MB,"Morro Bay, California",38,2,14.807336616516114
MB_TP,CA_MB,15,"Morro Bay, California",35.3604406666667,14.783268825598226,0.8752597282899108,15.37705158242045,0.9919896268897119,14.313578263253367,0.8598454395054721,14.921013426675671,1.0216967186476165,14.921013426675671,1.0216967186476165,CA_MB,"Morro Bay, California",38,2,14.863185104924677
LA_MS,CA_LA,16,"Los Angeles, California",33.7680093197464,19.645195408356496,1.153595193532797,19.565802383422852,0.8545886913935345,20.08567610031519,0.9235263031262619,19.35545604901436,1.7127936522165934,19.35545604901436,1.7127936522165934,CA_LA,"Los Angeles, California",97,6,19.601517198024652
LA_JD,CA_LA,16,"Los Angeles, California",33.7618821,19.653385802916716,1.158323545503736,19.566349048662307,0.8546977933486902,20.0871518405159,0.9227794395353562,19.358209275362785,1.7155904175344863,19.358209275362785,1.7155904175344863,CA_LA,"Los Angeles, California",97,6,19.6046610485641
LA_AB,CA_LA,16,"Los Angeles, California",33.756244,19.65661267686164,1.1547420361946368,19.572265015525378,0.8649307493505805,20.09317566882605,0.9317128265041046,19.366961349838082,1.7099972812608741,19.366961349838082,1.7099972812608741,CA_LA,"Los Angeles, California",97,6,19.611195212177847
LA_SP,CA_LA,16,"Los Angeles, California",33.713624,19.531768798828125,1.0520292520523071,19.581003189086914,0.8815831542015076,20.091726303100586,0.9796071648597717,19.360870361328125,1.6580027341842651,19.360870361328125,1.6580027341842651,CA_LA,"Los Angeles, California",97,6,19.585247802734376
LA_UN,CA_LA,16,"Los Angeles, California",33.6212996,20.13153542970356,1.3053238887087748,19.764509602596885,0.989544954963196,20.399629929908237,1.041522729553675,19.60922438040712,1.7564176471161665,19.60922438040712,1.7564176471161665,CA_LA,"Los Angeles, California",97,6,19.902824744604583
LA_LN,CA_LA,16,"Los Angeles, California",33.6021545,20.196714978201108,1.3229711613621147,19.802606267012735,1.0180970575673713,20.458888389886063,1.0776170916404575,19.649779730420097,1.753723150894735,19.649779730420097,1.753723150894735,CA_LA,"Los Angeles, California",97,6,19.95155381918802
SD_SDL,CA_SD,17,"San Diego region, California",32.9708305,20.926597935254456,1.3697772827304775,20.715552318291586,1.1272503672564615,21.54015566872769,1.2818555157692706,20.03252902578135,1.915890611830305,20.03252902578135,1.915890611830305,CA_SD,"San Diego region, California",85,6,20.649472794767288
SD_CV,CA_SD,17,"San Diego region, California",32.9605182666667,20.978154557474543,1.2365446586287423,20.774935840220934,1.0195101512951796,21.667535974738303,1.1752183464136017,20.030099311571444,1.9694628661937927,20.030099311571444,1.9694628661937927,CA_SD,"San Diego region, California",85,6,20.696164999115332
SD_KF,CA_SD,17,"San Diego region, California",32.795375,20.865053841016714,1.2697781328476105,20.614436233023223,1.1572082665322372,21.474537533715903,1.3071408523294568,19.90631122490963,1.8992432364059764,19.90631122490963,1.8992432364059764,CA_SD,"San Diego region, California",85,6,20.55333001151502
SD_FI,CA_SD,17,"San Diego region, California",32.7777246666667,20.841917661893167,1.2524859082900874,20.592207527160646,1.1538035539247222,21.462777774616825,1.3107234195127324,19.876921547065347,1.8958221090041985,19.876921547065347,1.8958221090041985,CA_SD,"San Diego region, California",85,6,20.530149211560268
SD_SI,CA_SD,17,"San Diego region, California",32.714169,20.752023696899414,1.1400080919265747,20.508779525756836,1.0334618091583252,21.48335838317871,1.285090446472168,19.75923728942871,1.9272722005844116,19.75923728942871,1.9272722005844116,CA_SD,"San Diego region, California",85,6,20.452527236938476
SD_CI,CA_SD,17,"San Diego region, California",32.7005,20.716796797675055,1.1775766318829368,20.486483920034754,1.1241358286165362,21.40376718808325,1.3318413574262933,19.73754380936788,1.8717923330063986,19.73754380936788,1.8717923330063986,CA_SD,"San Diego region, California",85,6,20.416427104905765
