found_taxa,common_name,rank,motu,motu_swarm,asv,curated,lulu_rank,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
Unknown organism,Unknown organism,outgroup,motu946,motu946,ASV1464,parent,958,Unknown organism,Unknown organism,outgroup,90.842,2.2699999999999995e-101,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu957,motu957,ASV1478,parent,967,Unknown organism,Unknown organism,outgroup,99.209,1.1699999999999998e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu979,motu979,ASV1506,parent,988,Unknown organism,Unknown organism,outgroup,88.755,5.819999999999999e-82,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu982,motu982,ASV1509,parent,990,Unknown organism,Unknown organism,outgroup,93.307,1.22e-103,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu988,motu988,ASV1517,parent,997,Unknown organism,Unknown organism,outgroup,93.676,2.6100000000000002e-105,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu991,motu991,ASV1522,parent,999,Unknown organism,Unknown organism,outgroup,91.6,2.65e-95,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1012,motu1012,ASV1550,parent,1018,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1019,motu1019,ASV1558,parent,1025,Unknown organism,Unknown organism,outgroup,91.406,5.77e-97,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1021,motu1021,ASV1560,parent,1028,Unknown organism,Unknown organism,outgroup,98.819,5.46e-127,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1026,motu1026,ASV1569,parent,1033,Unknown organism,Unknown organism,outgroup,99.184,3.2899999999999996e-124,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1028,motu1028,ASV1571,parent,1034,Unknown organism,Unknown organism,outgroup,94.488,1.21e-108,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1029,motu1029,ASV1574,parent,1036,Unknown organism,Unknown organism,outgroup,95.885,9.339999999999999e-110,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1047,motu1047,ASV1601,parent,1053,Unknown organism,Unknown organism,outgroup,96.838,1.19e-118,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1052,motu1052,ASV1608,parent,1058,Unknown organism,Unknown organism,outgroup,99.209,1.1699999999999998e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1064,motu1064,ASV1624,parent,1070,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1076,motu1076,ASV1641,parent,1081,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1077,motu1077,ASV1643,parent,1083,Unknown organism,Unknown organism,outgroup,85.039,5.949999999999999e-67,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1079,motu1079,ASV1645,parent,899,Unknown organism,Unknown organism,outgroup,86.667,2.73e-75,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1079,motu1079,ASV1757,parent,899,Unknown organism,Unknown organism,outgroup,87.607,4.56e-73,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1082,motu1082,ASV1652,parent,1086,Unknown organism,Unknown organism,outgroup,93.676,2.6100000000000002e-105,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1090,motu1090,ASV1665,parent,1094,Unknown organism,Unknown organism,outgroup,93.281,1.22e-103,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1095,motu1095,ASV1675,parent,1097,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1098,motu1098,ASV1681,parent,1101,Unknown organism,Unknown organism,outgroup,93.469,7.319999999999999e-101,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1103,motu1103,ASV1690,parent,1106,Unknown organism,Unknown organism,outgroup,94.51,3.3699999999999996e-109,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1107,motu1107,ASV1697,parent,1110,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1111,motu1111,ASV1701,parent,1114,Unknown organism,Unknown organism,outgroup,90.323,1.2399999999999998e-88,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1119,motu1119,ASV1710,parent,1120,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1121,motu1121,ASV1712,parent,1124,Unknown organism,Unknown organism,outgroup,95.219,7.22e-111,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1123,motu1123,ASV1714,parent,1126,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1124,motu1124,ASV1716,parent,1121,Unknown organism,Unknown organism,outgroup,98.81,1.9599999999999997e-126,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1131,motu1131,ASV1729,parent,1133,Unknown organism,Unknown organism,outgroup,94.071,5.62e-107,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1132,motu1132,ASV1730,parent,1135,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1134,motu1134,ASV1732,parent,1136,Unknown organism,Unknown organism,outgroup,89.062,5.859999999999999e-87,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1141,motu1141,ASV1740,parent,1143,Unknown organism,Unknown organism,outgroup,94.526,1.72e-117,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1154,motu1154,ASV1756,parent,1155,Unknown organism,Unknown organism,outgroup,96.4,2.58e-115,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1156,motu1156,ASV1759,parent,1158,Unknown organism,Unknown organism,outgroup,96.443,5.54e-117,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1159,motu1159,ASV1765,parent,1159,Unknown organism,Unknown organism,outgroup,98.77,1.98e-121,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1169,motu1169,ASV1777,parent,1172,Unknown organism,Unknown organism,outgroup,94.51,3.3899999999999996e-109,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1180,motu1180,ASV1789,parent,1182,Unknown organism,Unknown organism,outgroup,97.233,2.5599999999999998e-120,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1201,motu1201,ASV1813,parent,1203,Unknown organism,Unknown organism,outgroup,96.429,1.9899999999999998e-116,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1225,motu1225,ASV1839,parent,1226,Unknown organism,Unknown organism,outgroup,90.157,2.67e-90,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1234,motu1234,ASV1849,parent,1232,Unknown organism,Unknown organism,outgroup,92.188,2.67e-100,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1235,motu1235,ASV1850,parent,1233,Unknown organism,Unknown organism,outgroup,98.81,1.9599999999999997e-126,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1237,motu1237,ASV1852,parent,1238,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1251,motu1251,ASV1867,parent,1251,Unknown organism,Unknown organism,outgroup,91.373,2.66e-95,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1260,motu1260,ASV1876,parent,1259,Unknown organism,Unknown organism,outgroup,87.952,1.26e-78,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1263,motu1263,ASV1881,parent,1262,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1269,motu1269,ASV1890,parent,1270,Unknown organism,Unknown organism,outgroup,94.862,2.5999999999999996e-110,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1274,motu1274,ASV1896,parent,1273,Unknown organism,Unknown organism,outgroup,98.81,1.9599999999999997e-126,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1279,motu1279,ASV1902,parent,1279,Unknown organism,Unknown organism,outgroup,93.145,2.63e-100,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1286,motu1286,ASV1914,parent,1287,Unknown organism,Unknown organism,outgroup,100,4.599999999999999e-143,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1290,motu1290,ASV1918,parent,1291,Unknown organism,Unknown organism,outgroup,99.597,1.53e-127,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1302,motu1302,ASV1932,parent,1301,Unknown organism,Unknown organism,outgroup,92.095,1.2199999999999999e-98,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1322,motu1322,ASV1958,parent,1323,Unknown organism,Unknown organism,outgroup,91.473,5.77e-97,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1353,motu1353,ASV1993,parent,1353,Unknown organism,Unknown organism,outgroup,95.547,2.6199999999999998e-110,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1366,motu1366,ASV2006,parent,1366,Unknown organism,Unknown organism,outgroup,92.126,1.2199999999999999e-98,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1373,motu1373,ASV2014,parent,1369,Unknown organism,Unknown organism,outgroup,92.885,5.66e-102,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1374,motu1374,ASV2015,parent,1375,Unknown organism,Unknown organism,outgroup,92.49,2.63e-100,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1375,motu1375,ASV2016,parent,1376,Unknown organism,Unknown organism,outgroup,88.446,5.9e-82,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1380,motu1380,ASV2022,parent,1381,Unknown organism,Unknown organism,outgroup,93.281,1.22e-103,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1403,motu1403,ASV2047,parent,1401,Unknown organism,Unknown organism,outgroup,96.443,5.54e-117,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1406,motu1406,ASV2050,parent,1404,Unknown organism,Unknown organism,outgroup,94.118,1.5799999999999997e-107,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1407,motu1407,ASV2051,parent,1405,Unknown organism,Unknown organism,outgroup,85.882,5.9e-72,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1419,motu1419,ASV2064,parent,1419,Unknown organism,Unknown organism,outgroup,86.166,1.27e-73,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1420,motu1420,ASV2065,parent,1420,Unknown organism,Unknown organism,outgroup,93.676,2.6100000000000002e-105,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1423,motu1423,ASV2068,parent,1425,Unknown organism,Unknown organism,outgroup,99.209,1.1699999999999998e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1424,motu1424,ASV2069,parent,1426,Unknown organism,Unknown organism,outgroup,94.862,2.5999999999999996e-110,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu1442,motu1442,ASV2088,parent,1443,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Verrucomicrobiota,Bacteria,outgroup,motu1312,motu1312,ASV1943,parent,1314,Verrucomicrobiota,Bacteria,outgroup,99.267,9.959999999999999e-140,Bacteria,Verrucomicrobiota,NA,NA,NA,NA,NA
Xiphister,Prickleback species,genus,motu22,motu22,ASV25,parent,24,Xiphister,Prickleback species,genus,100,1.72e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,0
Xiphister,Prickleback species,genus,motu22,motu22,ASV112,parent,24,Xiphister,Prickleback species,genus,100,1.73e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,0
Xiphister,Prickleback species,genus,motu22,motu22,ASV517,parent,24,Xiphister,Prickleback species,genus,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,0
Xiphister,Prickleback species,genus,motu22,motu22,ASV401,parent,24,Xiphister,Prickleback species,genus,99.408,8.07e-84,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,0
Yersiniaceae,Bacteria,outgroup,motu413,motu413,ASV747,parent,434,Yersiniaceae,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NA,NA
uncultured Gammaproteobacteria bacterium,Bacteria,outgroup,motu263,motu263,ASV507,parent,290,uncultured Gammaproteobacteria bacterium,Bacteria,outgroup,99.605,2.5199999999999995e-130,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
uncultured Microgenomates group bacterium,Bacteria,outgroup,motu286,motu286,ASV545,parent,310,uncultured Microgenomates group bacterium,Bacteria,outgroup,100,1.5099999999999997e-132,Bacteria,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu132,motu132,ASV1811,parent,118,uncultured Parcubacteria group bacterium,Bacteria,outgroup,97.143,2.58e-115,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu197,motu197,ASV378,parent,161,uncultured Parcubacteria group bacterium,Bacteria,outgroup,98.047,2.5699999999999997e-125,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu197,motu197,ASV1035,parent,161,uncultured Parcubacteria group bacterium,Bacteria,outgroup,98.438,5.53e-127,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu197,motu197,ASV2041,parent,161,uncultured Parcubacteria group bacterium,Bacteria,outgroup,98.047,2.5699999999999997e-125,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu236,motu236,ASV451,parent,255,uncultured Parcubacteria group bacterium,Bacteria,outgroup,97.143,7.169999999999999e-116,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu422,motu422,ASV760,parent,442,uncultured Parcubacteria group bacterium,Bacteria,outgroup,96.234,3.3599999999999996e-109,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu456,motu456,ASV815,parent,480,uncultured Parcubacteria group bacterium,Bacteria,outgroup,97.046,2.01e-111,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu463,motu463,ASV824,parent,487,uncultured Parcubacteria group bacterium,Bacteria,outgroup,96.875,2.59e-120,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu507,motu507,ASV890,parent,532,uncultured Parcubacteria group bacterium,Bacteria,outgroup,99.6,1.19e-128,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu513,motu513,ASV896,parent,386,uncultured Parcubacteria group bacterium,Bacteria,outgroup,99.592,7.16e-126,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu513,motu513,ASV1135,parent,386,uncultured Parcubacteria group bacterium,Bacteria,outgroup,99.184,3.3299999999999997e-124,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu578,motu578,ASV973,parent,600,uncultured Parcubacteria group bacterium,Bacteria,outgroup,98.438,5.53e-127,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu765,motu765,ASV1223,parent,779,uncultured Parcubacteria group bacterium,Bacteria,outgroup,96.875,2.59e-120,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu783,motu783,ASV1244,parent,796,uncultured Parcubacteria group bacterium,Bacteria,outgroup,96.624,9.339999999999999e-110,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu795,motu795,ASV1257,parent,559,uncultured Parcubacteria group bacterium,Bacteria,outgroup,97.266,5.57e-122,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu795,motu795,ASV1260,parent,559,uncultured Parcubacteria group bacterium,Bacteria,outgroup,97.656,1.2000000000000002e-123,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu816,motu816,ASV1292,parent,828,uncultured Parcubacteria group bacterium,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu856,motu856,ASV1345,parent,866,uncultured Parcubacteria group bacterium,Bacteria,outgroup,96.203,4.34e-108,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu863,motu863,ASV1355,parent,875,uncultured Parcubacteria group bacterium,Bacteria,outgroup,97.89,9.269999999999999e-115,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu865,motu865,ASV1357,parent,877,uncultured Parcubacteria group bacterium,Bacteria,outgroup,97.071,1.5499999999999997e-112,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu948,motu948,ASV1468,parent,957,uncultured Parcubacteria group bacterium,Bacteria,outgroup,97.046,2.01e-111,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu1037,motu1037,ASV1586,parent,1044,uncultured Parcubacteria group bacterium,Bacteria,outgroup,96.203,4.34e-108,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu1149,motu1149,ASV1750,parent,1151,uncultured Parcubacteria group bacterium,Bacteria,outgroup,98.745,3.309999999999999e-119,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu1209,motu1209,ASV1821,parent,1210,uncultured Parcubacteria group bacterium,Bacteria,outgroup,96.203,4.34e-108,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu1248,motu1248,ASV1864,parent,1248,uncultured Parcubacteria group bacterium,Bacteria,outgroup,96.203,4.34e-108,Bacteria,NA,NA,NA,NA,NA,NA
uncultured Parcubacteria group bacterium,Bacteria,outgroup,motu1313,motu1313,ASV1944,parent,1315,uncultured Parcubacteria group bacterium,Bacteria,outgroup,96.234,3.3599999999999996e-109,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu142,motu142,ASV268,parent,154,uncultured bacterium,Bacteria,outgroup,96.311,5.649999999999999e-112,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu143,motu143,ASV278,parent,132,uncultured bacterium,Bacteria,outgroup,99.18,1.2000000000000002e-123,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu143,motu143,ASV629,parent,132,uncultured bacterium,Bacteria,outgroup,99.59,2.5699999999999997e-125,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu143,motu143,ASV833,parent,132,uncultured bacterium,Bacteria,outgroup,99.18,1.2000000000000002e-123,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu144,motu144,ASV285,parent,135,uncultured bacterium,Bacteria,outgroup,97.266,5.57e-122,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu144,motu144,ASV706,parent,135,uncultured bacterium,Bacteria,outgroup,96.875,2.59e-120,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu144,motu144,ASV811,parent,135,uncultured bacterium,Bacteria,outgroup,96.875,2.59e-120,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu144,motu144,ASV1049,parent,135,uncultured bacterium,Bacteria,outgroup,96.875,2.59e-120,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu144,motu144,ASV1271,parent,135,uncultured bacterium,Bacteria,outgroup,96.875,2.59e-120,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu144,motu144,ASV1402,parent,135,uncultured bacterium,Bacteria,outgroup,96.875,2.59e-120,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu144,motu144,ASV1529,parent,135,uncultured bacterium,Bacteria,outgroup,96.875,2.59e-120,Bacteria,NA,NA,NA,NA,NA,NA
uncultured marine bacterium,Bacteria,outgroup,motu145,motu145,ASV1467,parent,136,uncultured bacterium,Bacteria,outgroup,97.656,1.2000000000000002e-123,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu158,motu158,ASV310,parent,144,uncultured bacterium,Bacteria,outgroup,96.838,1.19e-118,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu158,motu158,ASV1651,parent,144,uncultured bacterium,Bacteria,outgroup,96.443,5.54e-117,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu164,motu164,ASV328,parent,182,uncultured bacterium,Bacteria,outgroup,98.776,1.5500000000000002e-122,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu166,motu166,ASV330,parent,141,uncultured bacterium,Bacteria,outgroup,98.367,7.209999999999999e-121,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu166,motu166,ASV456,parent,141,uncultured bacterium,Bacteria,outgroup,97.959,3.349999999999999e-119,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu172,motu172,ASV336,parent,189,uncultured bacterium,Bacteria,outgroup,96.721,1.21e-113,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu187,motu187,ASV361,parent,200,uncultured bacterium,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu195,motu195,ASV375,parent,211,uncultured bacterium,Bacteria,outgroup,99.18,1.2000000000000002e-123,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu209,motu209,ASV403,parent,226,uncultured bacterium,Bacteria,outgroup,98.024,1.18e-123,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu225,motu225,ASV434,parent,170,uncultured bacterium,Bacteria,outgroup,100,5.53e-127,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu225,motu225,ASV683,parent,170,uncultured bacterium,Bacteria,outgroup,99.59,2.5699999999999997e-125,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu225,motu225,ASV1056,parent,170,uncultured bacterium,Bacteria,outgroup,99.59,2.5699999999999997e-125,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu226,motu226,ASV435,parent,245,uncultured bacterium,Bacteria,outgroup,97.61,7.149999999999999e-121,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu240,motu240,ASV459,parent,259,uncultured bacterium,Bacteria,outgroup,97.647,4.31e-123,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu243,motu243,ASV466,parent,263,uncultured bacterium,Bacteria,outgroup,97.628,5.5e-122,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu249,motu249,ASV475,parent,203,uncultured bacterium,Bacteria,outgroup,100,1.52e-127,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu249,motu249,ASV1980,parent,203,uncultured bacterium,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu250,motu250,ASV482,parent,195,uncultured bacterium,Bacteria,outgroup,98.419,2.54e-125,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu250,motu250,ASV818,parent,195,uncultured bacterium,Bacteria,outgroup,99.592,7.07e-126,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu250,motu250,ASV2090,parent,195,uncultured bacterium,Bacteria,outgroup,98.024,1.18e-123,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu250,motu250,ASV1202,parent,195,uncultured bacterium,Bacteria,outgroup,100,1.52e-127,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu254,motu254,ASV486,parent,273,uncultured bacterium,Bacteria,outgroup,98.828,1.19e-128,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu256,motu256,ASV490,parent,278,uncultured bacterium,Bacteria,outgroup,98.024,1.18e-123,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu260,motu260,ASV503,parent,287,uncultured bacterium,Bacteria,outgroup,100,1.9499999999999998e-131,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu269,motu269,ASV521,parent,296,uncultured bacterium,Bacteria,outgroup,96.443,1.5400000000000001e-117,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu272,motu272,ASV524,parent,223,uncultured bacterium,Bacteria,outgroup,98.047,2.5699999999999997e-125,Bacteria,NA,NA,NA,NA,NA,NA
uncultured bacterium,Bacteria,outgroup,motu272,motu272,ASV1275,parent,223,uncultured bacterium,Bacteria,outgroup,98.438,5.53e-127,Bacteria,NA,NA,NA,NA,NA,NA
