Lane,SampleID,Index,# Reads,# Perfect Index Reads,# One Mismatch Index Reads,# Two Mismatch Index Reads,% Reads,% Perfect Index Reads,% One Mismatch Index Reads,% Two Mismatch Index Reads
1,0325,ELIDED,222298,210907,11391,0,0.0016,0.9488,0.0512,0.0000
1,0326,ELIDED,249338,238355,10983,0,0.0017,0.9560,0.0440,0.0000
1,0327,ELIDED,275084,243964,31120,0,0.0019,0.8869,0.1131,0.0000
1,0328,ELIDED,249589,241386,8203,0,0.0017,0.9671,0.0329,0.0000
1,0329,ELIDED,223844,210057,13787,0,0.0016,0.9384,0.0616,0.0000
1,0330,ELIDED,177215,145795,31420,0,0.0012,0.8227,0.1773,0.0000
1,0331,ELIDED,518944,494545,24399,0,0.0036,0.9530,0.0470,0.0000
1,0332,ELIDED,506654,490734,15920,0,0.0035,0.9686,0.0314,0.0000
1,0333,ELIDED,469113,312165,156948,0,0.0033,0.6654,0.3346,0.0000
1,0334,ELIDED,328692,312100,16592,0,0.0023,0.9495,0.0505,0.0000
1,0335,ELIDED,290744,264216,26528,0,0.0020,0.9088,0.0912,0.0000
1,0336,ELIDED,559385,527810,31575,0,0.0039,0.9436,0.0564,0.0000
1,0337,ELIDED,347954,332203,15751,0,0.0024,0.9547,0.0453,0.0000
1,0338,ELIDED,423194,407246,15948,0,0.0030,0.9623,0.0377,0.0000
1,0339,ELIDED,533456,504960,28496,0,0.0037,0.9466,0.0534,0.0000
1,0340,ELIDED,609957,224047,385910,0,0.0043,0.3673,0.6327,0.0000
1,0341,ELIDED,346442,329108,17334,0,0.0024,0.9500,0.0500,0.0000
1,0342,ELIDED,235,222,13,0,0.0000,0.9447,0.0553,0.0000
1,0343,ELIDED,293258,279833,13425,0,0.0021,0.9542,0.0458,0.0000
1,0344,ELIDED,234040,220951,13089,0,0.0016,0.9441,0.0559,0.0000
1,0345,ELIDED,473003,452917,20086,0,0.0033,0.9575,0.0425,0.0000
1,0346,ELIDED,357253,335364,21889,0,0.0025,0.9387,0.0613,0.0000
1,0347,ELIDED,340524,323232,17292,0,0.0024,0.9492,0.0508,0.0000
1,0348,ELIDED,329591,308900,20691,0,0.0023,0.9372,0.0628,0.0000
1,0349,ELIDED,298224,282690,15534,0,0.0021,0.9479,0.0521,0.0000
1,0350,ELIDED,231694,216371,15323,0,0.0016,0.9339,0.0661,0.0000
1,0351,ELIDED,303966,291679,12287,0,0.0021,0.9596,0.0404,0.0000
1,0352,ELIDED,272025,220929,51096,0,0.0019,0.8122,0.1878,0.0000
1,0353,ELIDED,182211,147912,34299,0,0.0013,0.8118,0.1882,0.0000
1,0354,ELIDED,234961,220292,14669,0,0.0016,0.9376,0.0624,0.0000
1,0355,ELIDED,364099,341239,22860,0,0.0025,0.9372,0.0628,0.0000
1,0356,ELIDED,133351,127763,5588,0,0.0009,0.9581,0.0419,0.0000
1,0357,ELIDED,10,10,0,0,0.0000,1.0000,0.0000,0.0000
1,0358,ELIDED,142355,136715,5640,0,0.0010,0.9604,0.0396,0.0000
1,0359,ELIDED,112,88,24,0,0.0000,0.7857,0.2143,0.0000
1,0360,ELIDED,39257,37455,1802,0,0.0003,0.9541,0.0459,0.0000
1,0361,ELIDED,235194,224875,10319,0,0.0016,0.9561,0.0439,0.0000
1,0362,ELIDED,60,39,21,0,0.0000,0.6500,0.3500,0.0000
1,0363,ELIDED,3167,3080,87,0,0.0000,0.9725,0.0275,0.0000
1,0364,ELIDED,9,9,0,0,0.0000,1.0000,0.0000,0.0000
1,0365,ELIDED,47198,45534,1664,0,0.0003,0.9647,0.0353,0.0000
1,0366,ELIDED,0,0,0,0,0.0000,0.0000,0.0000,0.0000
1,0367,ELIDED,2700,2508,192,0,0.0000,0.9289,0.0711,0.0000
1,0368,ELIDED,355,322,33,0,0.0000,0.9070,0.0930,0.0000
1,0369,ELIDED,108,74,34,0,0.0000,0.6852,0.3148,0.0000
1,0370,ELIDED,246910,239406,7504,0,0.0017,0.9696,0.0304,0.0000
1,0371,ELIDED,451,304,147,0,0.0000,0.6741,0.3259,0.0000
1,0372,ELIDED,238,231,7,0,0.0000,0.9706,0.0294,0.0000
1,0373,ELIDED,31,22,9,0,0.0000,0.7097,0.2903,0.0000
1,0374,ELIDED,153,145,8,0,0.0000,0.9477,0.0523,0.0000
1,0375,ELIDED,16607,16134,473,0,0.0001,0.9715,0.0285,0.0000
1,0376,ELIDED,39,36,3,0,0.0000,0.9231,0.0769,0.0000
1,0377,ELIDED,0,0,0,0,0.0000,0.0000,0.0000,0.0000
1,0378,ELIDED,0,0,0,0,0.0000,0.0000,0.0000,0.0000
1,Undetermined,,58213038,58213038,0,0,0.4074,1.0000,0.0000,0.0000
