SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
117	1105	5840	5731
118	1105	1300	1280
119	1105	3284	3238
120	1105	3826	3761
121	1105	6373	6271
122	1105	2503	2459
123	1105	1092	1075
124	1105	415	409
125	1105	1318	1299
126	1105	3593	3543
127	1105	26	24
128	1105	3323	3244
129	1105	45	45
130	1105	494	486
131	1105	165	160
132	1105	79	79
133	1105	79	76
134	1105	39	39
0	1106	184534	161219
1	1106	1027	1015
2	1106	1026	1004
3	1106	624	609
4	1106	1639	1613
5	1106	1262	1246
6	1106	630	622
7	1106	822	808
8	1106	1102	1088
9	1106	2203	2168
10	1106	3590	3523
11	1106	1754	1726
12	1106	2102	2064
13	1106	2471	2429
14	1106	2542	2503
15	1106	892	879
16	1106	3782	3726
17	1106	1459	1431
18	1106	690	677
19	1106	3972	3907
20	1106	4171	4092
21	1106	3006	2956
22	1106	5145	5042
23	1106	5524	5424
24	1106	5800	5688
25	1106	9320	9174
26	1106	6291	6184
27	1106	5151	5060
28	1106	5258	5161
29	1106	2270	2226
30	1106	4642	4535
31	1106	2308	2274
32	1106	5010	4909
33	1106	2056	2018
34	1106	2296	2248
35	1106	2982	2929
36	1106	2088	2043
37	1106	1910	1873
38	1106	4151	4070
39	1106	7232	7103
40	1106	5130	5018
41	1106	7586	7440
42	1106	6769	6626
43	1106	12103	11883
44	1106	36	33
45	1106	4660	4560
46	1106	2685	2631
47	1106	90	90
48	1106	779	764
49	1106	7009	6869
50	1106	2716	2665
51	1106	2286	2241
52	1106	41	40
53	1106	2878	2836
54	1106	2912	2860
55	1106	7634	7516
56	1106	8878	8713
57	1106	5328	5250
58	1106	979	957
59	1106	151	150
60	1106	237	233
61	1106	1287	1266
62	1106	376	361
63	1106	1009	997
64	1106	5966	5867
65	1106	13214	12980
66	1106	13868	13636
67	1106	8484	8336
68	1106	6470	6344
69	1106	15898	15656
70	1106	9027	8866
71	1106	342	335
72	1106	922	907
73	1106	1617	1593
74	1106	9612	9439
75	1106	1795	1769
76	1106	5987	5879
77	1106	7854	7737
78	1106	7616	7484
79	1106	5494	5395
80	1106	10100	9930
81	1106	8368	8211
82	1106	3971	3893
83	1106	5900	5800
84	1106	2365	2331
85	1106	1262	1242
86	1106	800	794
87	1106	791	776
88	1106	9533	9355
89	1106	12389	12159
90	1106	13334	13103
91	1106	10561	10364
92	1106	7502	7368
93	1106	13971	13777
94	1106	12075	11859
95	1106	12993	12782
96	1106	18602	18309
97	1106	5160	5078
98	1106	2762	2715
99	1106	974	953
100	1106	422	418
101	1106	2059	2027
102	1106	246	242
103	1106	183	177
104	1106	996	974
105	1106	755	743
106	1106	7616	7472
107	1106	6826	6703
108	1106	5939	5825
109	1106	19	19
110	1106	5036	4939
111	1106	6602	6503
112	1106	9707	9520
113	1106	8053	7893
114	1106	10450	10290
115	1106	256	251
116	1106	1522	1502
117	1106	5834	5727
118	1106	1340	1322
119	1106	3094	3050
120	1106	3867	3783
121	1106	6328	6210
122	1106	2499	2456
123	1106	1019	996
124	1106	430	423
125	1106	1198	1170
126	1106	3606	3546
127	1106	17	17
128	1106	3326	3249
129	1106	38	36
130	1106	512	498
131	1106	174	171
132	1106	68	67
133	1106	69	68
134	1106	40	37
0	1107	184504	160224
1	1107	1059	1037
2	1107	985	968
3	1107	627	613
4	1107	1686	1660
5	1107	1099	1078
6	1107	565	558
7	1107	754	740
8	1107	1027	1005
9	1107	2136	2100
10	1107	3620	3566
11	1107	1774	1746
12	1107	2269	2232
13	1107	2437	2392
14	1107	2629	2594
15	1107	813	799
16	1107	3778	3711
17	1107	1471	1451
18	1107	703	688
19	1107	4087	4018
20	1107	4132	4061
21	1107	3053	2997
22	1107	5106	5034
23	1107	5450	5375
24	1107	5893	5773
25	1107	9224	9083
26	1107	6238	6140
27	1107	4940	4855
28	1107	5121	5016
29	1107	2230	2211
30	1107	4603	4531
31	1107	2350	2311
32	1107	5076	4992
33	1107	1964	1931
34	1107	2217	2187
35	1107	2951	2911
36	1107	2114	2076
37	1107	1875	1848
38	1107	4252	4184
39	1107	7290	7170
40	1107	5208	5111
41	1107	7696	7589
42	1107	6623	6515
43	1107	11828	11632
44	1107	27	27
45	1107	4597	4511
46	1107	2600	2566
47	1107	92	89
48	1107	699	691
49	1107	6827	6711
50	1107	2829	2799
51	1107	2383	2342
52	1107	49	48
53	1107	2994	2955
54	1107	2926	2879
55	1107	7543	7434
56	1107	8665	8521
57	1107	5309	5231
58	1107	1033	1014
59	1107	151	148
60	1107	200	193
61	1107	1292	1269
62	1107	342	332
63	1107	984	975
64	1107	5984	5897
65	1107	13406	13208
66	1107	14110	13880
67	1107	8734	8552
68	1107	6417	6307
69	1107	15782	15535
70	1107	8890	8752
71	1107	331	324
72	1107	968	952
73	1107	1581	1557
74	1107	9803	9638
75	1107	1741	1707
76	1107	6006	5882
77	1107	7773	7652
78	1107	7461	7345
79	1107	5348	5275
80	1107	9935	9764
81	1107	8375	8247
82	1107	3837	3776
83	1107	5765	5681
84	1107	2416	2385
85	1107	1288	1267
86	1107	830	815
87	1107	788	775
88	1107	9686	9531
89	1107	12265	12065
90	1107	13228	12980
91	1107	10556	10375
92	1107	7551	7423
93	1107	13923	13719
94	1107	12102	11915
95	1107	12786	12617
96	1107	18423	18118
97	1107	4976	4879
98	1107	2722	2667
99	1107	955	938
100	1107	424	419
101	1107	1958	1921
102	1107	223	217
103	1107	200	193
104	1107	1019	997
105	1107	844	832
106	1107	7646	7524
107	1107	6950	6842
108	1107	6057	5980
109	1107	16	16
110	1107	4919	4851
111	1107	6911	6804
112	1107	9891	9712
113	1107	8298	8155
114	1107	10450	10284
115	1107	295	289
116	1107	1424	1404
117	1107	5721	5616
118	1107	1249	1234
119	1107	3126	3072
120	1107	3697	3620
121	1107	6425	6331
122	1107	2440	2409
123	1107	1116	1103
124	1107	433	422
125	1107	1283	1264
126	1107	3604	3551
127	1107	23	23
128	1107	3312	3245
129	1107	49	48
130	1107	487	476
131	1107	166	165
132	1107	57	56
133	1107	86	85
134	1107	33	33
0	1108	186820	162877
1	1108	1163	1135
2	1108	1014	990
3	1108	647	632
4	1108	1589	1567
5	1108	1102	1081
6	1108	531	518
7	1108	785	770
8	1108	1150	1127
9	1108	2108	2067
10	1108	3682	3600
11	1108	1715	1686
12	1108	2222	2185
13	1108	2455	2409
14	1108	2543	2502
15	1108	867	859
16	1108	3864	3766
17	1108	1559	1530
18	1108	709	699
19	1108	4062	3986
20	1108	4140	4059
21	1108	3029	2955
22	1108	5432	5318
23	1108	5492	5379
24	1108	5795	5697
25	1108	9530	9363
26	1108	6295	6169
27	1108	4923	4825
28	1108	5195	5098
29	1108	2322	2275
30	1108	4629	4549
31	1108	2365	2314
32	1108	5126	5005
33	1108	2135	2097
34	1108	2374	2324
35	1108	3012	2951
36	1108	2143	2098
37	1108	1921	1880
38	1108	4262	4170
39	1108	7240	7095
40	1108	5320	5223
41	1108	7650	7494
42	1108	6760	6611
43	1108	11911	11690
44	1108	27	26
45	1108	4499	4407
46	1108	2662	2601
47	1108	97	95
48	1108	785	765
49	1108	6971	6848
50	1108	2697	2640
51	1108	2458	2406
52	1108	46	44
53	1108	2839	2797
54	1108	2995	2932
55	1108	7655	7522
56	1108	8437	8303
57	1108	5265	5168
58	1108	1030	1006
59	1108	146	144
60	1108	216	213
61	1108	1289	1267
62	1108	329	319
63	1108	1025	1004
64	1108	5976	5867
65	1108	13131	12888
66	1108	13978	13722
67	1108	8557	8386
68	1108	6546	6420
69	1108	15851	15558
70	1108	8918	8738
71	1108	310	302
72	1108	1003	991
73	1108	1594	1570
74	1108	9845	9652
75	1108	1696	1668
76	1108	5995	5882
77	1108	8127	7955
78	1108	7508	7375
79	1108	5375	5290
80	1108	9908	9726
81	1108	8571	8414
82	1108	3887	3820
83	1108	5784	5681
84	1108	2435	2383
85	1108	1227	1208
86	1108	806	793
87	1108	771	761
88	1108	9596	9422
89	1108	12202	11970
90	1108	13176	12900
91	1108	10629	10424
92	1108	7461	7332
93	1108	13983	13736
94	1108	12097	11897
95	1108	12897	12684
96	1108	18724	18398
97	1108	5131	5038
98	1108	2754	2697
99	1108	995	968
100	1108	467	462
101	1108	2140	2101
102	1108	232	225
103	1108	201	191
104	1108	1060	1040
105	1108	805	791
106	1108	7692	7548
107	1108	7047	6895
108	1108	6040	5922
109	1108	31	31
110	1108	5122	5026
111	1108	6945	6834
112	1108	9705	9518
113	1108	8187	8047
114	1108	10384	10205
115	1108	282	278
116	1108	1494	1465
117	1108	5829	5709
118	1108	1333	1306
119	1108	3177	3112
120	1108	3549	3477
121	1108	6331	6208
122	1108	2410	2352
123	1108	1041	1026
124	1108	421	409
125	1108	1210	1192
126	1108	3540	3460
127	1108	24	24
128	1108	3341	3272
129	1108	50	50
130	1108	549	529
131	1108	161	160
132	1108	59	57
133	1108	97	94
134	1108	38	36
0	1109	183016	160717
1	1109	1072	1056
2	1109	1103	1080
3	1109	616	603
4	1109	1677	1658
5	1109	1165	1147
6	1109	584	576
7	1109	794	787
8	1109	1112	1097
9	1109	2086	2060
10	1109	3671	3614
11	1109	1747	1721
12	1109	2166	2138
13	1109	2416	2379
14	1109	2583	2555
15	1109	905	891
16	1109	3795	3740
17	1109	1533	1509
18	1109	712	701
19	1109	4187	4127
20	1109	4029	3961
21	1109	3109	3062
22	1109	5273	5178
23	1109	5415	5329
24	1109	5844	5747
25	1109	9367	9220
26	1109	6240	6137
27	1109	5155	5071
28	1109	5332	5255
29	1109	2308	2280
30	1109	4707	4626
31	1109	2357	2316
32	1109	5133	5042
33	1109	2097	2065
34	1109	2261	2224
35	1109	2832	2790
36	1109	2061	2028
37	1109	1782	1757
38	1109	4283	4217
39	1109	7558	7434
40	1109	5213	5134
41	1109	7376	7251
42	1109	6660	6561
43	1109	12001	11813
44	1109	33	31
45	1109	4746	4669
46	1109	2677	2629
47	1109	94	91
48	1109	773	757
49	1109	6971	6869
50	1109	2810	2761
51	1109	2417	2370
52	1109	44	43
53	1109	2932	2889
54	1109	2958	2915
55	1109	7717	7618
56	1109	8629	8488
57	1109	5228	5124
58	1109	1021	1002
59	1109	147	143
60	1109	233	229
61	1109	1273	1262
62	1109	341	337
63	1109	1007	994
64	1109	5996	5893
65	1109	13352	13116
66	1109	14076	13850
67	1109	8878	8724
68	1109	6738	6640
69	1109	15547	15335
70	1109	8800	8675
71	1109	328	325
72	1109	1015	998
73	1109	1539	1514
74	1109	9708	9546
75	1109	1658	1632
76	1109	6020	5934
77	1109	7978	7869
78	1109	7460	7351
79	1109	5458	5386
80	1109	9797	9655
81	1109	8524	8395
82	1109	3969	3908
83	1109	5649	5564
84	1109	2322	2281
85	1109	1284	1265
86	1109	812	800
87	1109	857	845
88	1109	9453	9316
89	1109	12422	12235
90	1109	12947	12698
91	1109	10525	10363
92	1109	7626	7522
93	1109	13912	13712
94	1109	12051	11834
95	1109	12630	12474
96	1109	18212	17943
97	1109	4998	4924
98	1109	2751	2699
99	1109	1015	997
100	1109	402	395
101	1109	2123	2086
102	1109	237	231
103	1109	196	188
104	1109	1012	992
105	1109	728	719
106	1109	7822	7703
107	1109	6708	6603
108	1109	5957	5842
109	1109	33	32
110	1109	5232	5161
111	1109	6927	6813
112	1109	9440	9300
113	1109	8284	8165
114	1109	10518	10331
115	1109	280	271
116	1109	1498	1470
117	1109	5708	5610
118	1109	1189	1175
119	1109	3308	3260
120	1109	3509	3447
121	1109	6330	6229
122	1109	2474	2430
123	1109	1087	1061
124	1109	430	425
125	1109	1213	1198
126	1109	3643	3583
127	1109	15	15
128	1109	3197	3147
129	1109	55	54
130	1109	479	470
131	1109	179	172
132	1109	60	60
133	1109	93	92
134	1109	34	33
0	1110	193547	170031
1	1110	1139	1118
2	1110	1047	1028
3	1110	683	669
4	1110	1635	1609
5	1110	1055	1042
6	1110	565	554
7	1110	760	754
8	1110	1055	1039
9	1110	2105	2071
10	1110	3566	3517
11	1110	1552	1525
12	1110	2213	2173
13	1110	2401	2354
14	1110	2582	2538
15	1110	910	896
16	1110	3760	3696
17	1110	1415	1392
18	1110	711	700
19	1110	4071	4001
20	1110	3816	3742
21	1110	2956	2919
22	1110	5215	5120
23	1110	5309	5220
24	1110	5689	5603
25	1110	9264	9112
26	1110	6281	6190
27	1110	4904	4820
28	1110	5242	5170
29	1110	2190	2166
30	1110	4622	4548
31	1110	2295	2263
32	1110	4981	4901
33	1110	1951	1918
34	1110	2208	2178
35	1110	2887	2844
36	1110	1967	1930
37	1110	1818	1781
38	1110	4267	4201
39	1110	7244	7138
40	1110	5105	5043
41	1110	7465	7344
42	1110	6558	6446
43	1110	12087	11909
44	1110	30	30
45	1110	4409	4341
46	1110	2643	2591
47	1110	90	88
48	1110	745	735
49	1110	6728	6603
50	1110	2671	2617
51	1110	2372	2339
52	1110	51	51
53	1110	2970	2931
54	1110	2950	2913
55	1110	7746	7635
56	1110	8423	8291
57	1110	5297	5227
58	1110	1015	1002
59	1110	155	150
60	1110	230	226
61	1110	1399	1383
62	1110	350	339
63	1110	991	981
64	1110	5866	5774
65	1110	12869	12661
66	1110	13893	13664
67	1110	8576	8433
68	1110	6346	6249
69	1110	15183	14972
70	1110	8988	8850
71	1110	295	292
72	1110	1027	1005
73	1110	1538	1512
74	1110	9470	9311
75	1110	1662	1645
76	1110	5721	5632
77	1110	7685	7572
78	1110	7499	7383
79	1110	5373	5316
80	1110	9921	9777
81	1110	8326	8191
82	1110	4038	3967
83	1110	5672	5571
84	1110	2354	2317
85	1110	1156	1142
86	1110	837	821
87	1110	742	735
88	1110	9545	9399
89	1110	12166	11972
90	1110	13055	12829
91	1110	10414	10250
92	1110	7690	7578
93	1110	13850	13644
94	1110	12215	12036
95	1110	12924	12765
96	1110	18243	17983
97	1110	4939	4870
98	1110	2803	2743
99	1110	963	951
100	1110	383	380
101	1110	2023	1985
102	1110	249	245
103	1110	238	231
104	1110	1040	1024
105	1110	771	752
106	1110	7755	7644
107	1110	6773	6674
