accepted_name,verbatim_name,taxonomic_status,species,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,taxon_id,ncbi_id
Stellerina xyosterna,Stellerina xyosterna,accepted,Stellerina xyosterna,species,Teleostei,Perciformes,Agonidae,Stellerina,TRUE,FALSE,FALSE,254366,283639
Bathyraja maculata,Bathyraja maculata,accepted,Bathyraja maculata,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271520,341246
Bathyraja violacea,Bathyraja violacea,accepted,Bathyraja violacea,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271540,392425
Trachipterus altivelis,Trachipterus altivelis,accepted,Trachipterus altivelis,species,Teleostei,Lampriformes,Trachipteridae,Trachipterus,TRUE,FALSE,FALSE,272531,320416
Chaenophryne melanorhabdus,Chaenophryne melanorhabdus,accepted,Chaenophryne melanorhabdus,species,Teleostei,Lophiiformes,Oneirodidae,Chaenophryne,TRUE,FALSE,FALSE,272616,412639
Oneirodes acanthias,Oneirodes acanthias,accepted,Oneirodes acanthias,species,Teleostei,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,272620,242955
Bassozetus zenkevitchi,Bassozetus zenkevitchi,accepted,Bassozetus zenkevitchi,species,Teleostei,Ophidiiformes,Ophidiidae,Bassozetus,TRUE,FALSE,FALSE,272795,181397
Pholis ornata,Pholis ornata,accepted,Pholis ornata,species,Teleostei,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,273692,283028
Chirolophis tarsodes,Chirolophis tarsodes,accepted,Chirolophis tarsodes,species,Teleostei,Perciformes,Stichaeidae,Chirolophis,TRUE,FALSE,FALSE,273991,NA
Sebastes polyspinis,Sebastes polyspinis,accepted,Sebastes polyspinis,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274837,394702
Soldatovia polyactocephala,Soldatovia polyactocephala,accepted,Soldatovia polyactocephala,species,Teleostei,Perciformes,Stichaeidae,Soldatovia,TRUE,FALSE,FALSE,282820,NA
Sarda lineolata,Sarda lineolata,accepted,Sarda lineolata,species,Teleostei,Scombriformes,Scombridae,Sarda,TRUE,FALSE,FALSE,304449,NA
Pentaceros wheeleri,Pentaceros wheeleri,accepted,Pentaceros wheeleri,species,Teleostei,Acropomatiformes,Pentacerotidae,Pentaceros,TRUE,FALSE,FALSE,313241,257887
Bathylagoides wesethi,Bathylagoides wesethi,accepted,Bathylagoides wesethi,species,Teleostei,Argentiniformes,Bathylagidae,Bathylagoides,TRUE,FALSE,FALSE,712444,875769
Protomyctophum crockeri,Protomyctophum crockeri,accepted,Protomyctophum crockeri,species,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,TRUE,FALSE,FALSE,272731,91656
Gadus morhua,Gadus morhua,accepted,Gadus morhua,species,Teleostei,Gadiformes,Gadidae,Gadus,TRUE,TRUE,FALSE,126436,8049
Cataetyx rubrirostris,Cataetyx rubrirostris,accepted,Cataetyx rubrirostris,species,Teleostei,Ophidiiformes,Bythitidae,Cataetyx,TRUE,FALSE,FALSE,272767,181404
Coryphaena hippurus,Coryphaena hippurus,accepted,Coryphaena hippurus,species,Teleostei,Carangiformes,Coryphaenidae,Coryphaena,TRUE,TRUE,FALSE,126846,34814
Morone saxatilis,Morone saxatilis,accepted,Morone saxatilis,species,Teleostei,Eupercaria incertae sedis,Moronidae,Morone,TRUE,TRUE,TRUE,151179,34816
Moenkhausia tridentata,Moenkhausia tridentata,accepted,Moenkhausia tridentata,species,Teleostei,Characiformes,Characidae,Moenkhausia,TRUE,FALSE,TRUE,254559,NA
Antimora rostrata,Antimora rostrata,accepted,Antimora rostrata,species,Teleostei,Gadiformes,Moridae,Antimora,TRUE,FALSE,FALSE,126486,473346
Coryphaenoides leptolepis,Coryphaenoides leptolepis,accepted,Coryphaenoides leptolepis,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,158959,216981
Tetragonurus cuvieri,Tetragonurus cuvieri,accepted,Tetragonurus cuvieri,species,Teleostei,Scombriformes,Tetragonuridae,Tetragonurus,TRUE,FALSE,FALSE,127080,316150
Bathyraja kincaidii,Bathyraja kincaidii,accepted,Bathyraja kincaidii,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,298828,1154593
Sebastes rufus,Sebastes rufus,accepted,Sebastes rufus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274847,72100
Anoplogaster cornuta,Anoplogaster cornuta,accepted,Anoplogaster cornuta,species,Teleostei,Trachichthyiformes,Anoplogastridae,Anoplogaster,TRUE,FALSE,FALSE,126393,88656
Lampadena urophaos,Lampadena urophaos,accepted,Lampadena urophaos,species,Teleostei,Myctophiformes,Myctophidae,Lampadena,TRUE,FALSE,FALSE,126609,319455
Salmo trutta,Salmo trutta,accepted,Salmo trutta,species,Teleostei,Salmoniformes,Salmonidae,Salmo,TRUE,TRUE,TRUE,127187,8032
Osteodiscus cascadiae,Osteodiscus cascadiae,accepted,Osteodiscus cascadiae,species,Teleostei,Perciformes,Liparidae,Osteodiscus,TRUE,FALSE,FALSE,281946,NA
Nezumia stelgidolepis,Nezumia stelgidolepis,accepted,Nezumia stelgidolepis,species,Teleostei,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,272428,1154598
Congriscus megastoma,Congriscus megastoma,accepted,Congriscus megastoma,species,Teleostei,Anguilliformes,Congridae,Congriscus,TRUE,FALSE,FALSE,280374,NA
Bathyraja spinosissima,Bathyraja spinosissima,accepted,Bathyraja spinosissima,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271536,2169489
Careproctus oregonensis,Careproctus oregonensis,accepted,Careproctus oregonensis,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274452,NA
Apodichthys fucorum,Apodichthys fucorum,accepted,Apodichthys fucorum,species,Teleostei,Perciformes,Pholidae,Apodichthys,TRUE,FALSE,FALSE,279665,57780
Chilara taylori,Chilara taylori,accepted,Chilara taylori,species,Teleostei,Ophidiiformes,Ophidiidae,Chilara,TRUE,TRUE,FALSE,280146,274688
Taranetzella lyoderma,Taranetzella lyoderma,accepted,Taranetzella lyoderma,species,Teleostei,Perciformes,Zoarcidae,Taranetzella,TRUE,FALSE,FALSE,282925,NA
Paraliparis latifrons,Paraliparis latifrons,accepted,Paraliparis latifrons,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274591,NA
Idiacanthus antrostomus,Idiacanthus antrostomus,accepted,Idiacanthus antrostomus,species,Teleostei,Stomiiformes,Stomiidae,Idiacanthus,TRUE,FALSE,FALSE,275151,314241
Perca flavescens,Perca flavescens,accepted,Perca flavescens,species,Teleostei,Perciformes,Percidae,Perca,FALSE,TRUE,TRUE,275313,8167
Melanonus zugmayeri,Melanonus zugmayeri,accepted,Melanonus zugmayeri,species,Teleostei,Gadiformes,Melanonidae,Melanonus,TRUE,FALSE,FALSE,126483,181410
Allocyttus folletti,Allocyttus folletti,accepted,Allocyttus folletti,species,Teleostei,Zeiformes,Oreosomatidae,Allocyttus,TRUE,FALSE,FALSE,254555,319752
Careproctus longifilis,Careproctus longifilis,accepted,Careproctus longifilis,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274437,NA
Danaphos oculatus,Danaphos oculatus,accepted,Danaphos oculatus,species,Teleostei,Stomiiformes,Sternoptychidae,Danaphos,TRUE,FALSE,FALSE,280483,875787
Peprilus simillimus,Peprilus simillimus,accepted,Peprilus simillimus,species,Teleostei,Scombriformes,Stromateidae,Peprilus,TRUE,FALSE,FALSE,276563,320412
Clevelandia ios,Clevelandia ios,accepted,Clevelandia ios,species,Teleostei,Gobiiformes,Gobiidae,Clevelandia,TRUE,TRUE,FALSE,280215,185732
Richardsonius egregius,Richardsonius egregius,accepted,Richardsonius egregius,species,Teleostei,Cypriniformes,Cyprinidae,Richardsonius,TRUE,FALSE,TRUE,1019697,86934
Bathylychnops exilis,Bathylychnops exilis,accepted,Bathylychnops exilis,species,Teleostei,Argentiniformes,Opisthoproctidae,Bathylychnops,TRUE,FALSE,FALSE,126730,473350
Chiasmodon niger,Chiasmodon niger,accepted,Chiasmodon niger,species,Teleostei,Scombriformes,Chiasmodontidae,Chiasmodon,TRUE,FALSE,FALSE,126840,1154619
Nansenia crassa,Nansenia crassa,accepted,Nansenia crassa,species,Teleostei,Argentiniformes,Microstomatidae,Nansenia,TRUE,FALSE,FALSE,272927,2970949
Aphanopus arigato,Aphanopus arigato,accepted,Aphanopus arigato,species,Teleostei,Scombriformes,Trichiuridae,Aphanopus,TRUE,FALSE,FALSE,274008,1154592
Paraliparis mento,Paraliparis mento,accepted,Paraliparis mento,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274597,NA
Argyropelecus lychnus,Argyropelecus lychnus,accepted,Argyropelecus lychnus,species,Teleostei,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,158836,875771
Careproctus filamentosus,Careproctus filamentosus,accepted,Careproctus filamentosus,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274428,NA
Liparis adiastolus,Liparis adiastolus,accepted,Liparis adiastolus,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274498,NA
Cyprinus carpio,Cyprinus carpio,accepted,Cyprinus carpio,species,Teleostei,Cypriniformes,Cyprinidae,Cyprinus,FALSE,TRUE,TRUE,154582,7962
Lycenchelys pearcyi,Lycenchelys pearcyi,accepted,Lycenchelys pearcyi,species,Teleostei,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274076,NA
Cottus bairdii,Cottus bairdii,accepted,Cottus bairdii,species,Teleostei,Perciformes,Cottidae,Cottus,TRUE,FALSE,TRUE,578660,147208
Lepomis gibbosus,Lepomis gibbosus,accepted,Lepomis gibbosus,species,Teleostei,Centrarchiformes,Centrarchidae,Lepomis,FALSE,TRUE,TRUE,151290,270329
Opostomias mitsuii,Opostomias mitsuii,accepted,Opostomias mitsuii,species,Teleostei,Stomiiformes,Stomiidae,Opostomias,TRUE,FALSE,FALSE,281926,1604631
Hysterocarpus traskii,Hysterocarpus traskii,accepted,Hysterocarpus traskii,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Hysterocarpus,FALSE,TRUE,TRUE,293619,100196
Sebastes chrysomelas,Sebastes chrysomelas,accepted,Sebastes chrysomelas,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,240737,394688
Nezumia liolepis,Nezumia liolepis,accepted,Nezumia liolepis,species,Teleostei,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,272416,630687
Paraliparis megalopus,Paraliparis megalopus,accepted,Paraliparis megalopus,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274595,NA
Cebidichthys violaceus,Cebidichthys violaceus,accepted,Cebidichthys violaceus,species,Teleostei,Perciformes,Cebidichthyidae,Cebidichthys,TRUE,FALSE,FALSE,280053,271503
Plectobranchus evides,Plectobranchus evides,accepted,Plectobranchus evides,species,Teleostei,Perciformes,Stichaeidae,Plectobranchus,TRUE,FALSE,FALSE,282283,57849
Sebastes rastrelliger,Sebastes rastrelliger,accepted,Sebastes rastrelliger,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274839,72095
Beringraja inornata,Beringraja inornata,accepted,Beringraja inornata,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1461134,2838339
Gambusia affinis,Gambusia affinis,accepted,Gambusia affinis,species,Teleostei,Cyprinodontiformes,Poeciliidae,Gambusia,FALSE,TRUE,TRUE,159325,33528
Sebastes carnatus,Sebastes carnatus,accepted,Sebastes carnatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274779,72062
Lyconema barbatum,Lyconema barbatum,accepted,Lyconema barbatum,species,Teleostei,Perciformes,Zoarcidae,Lyconema,TRUE,FALSE,FALSE,281449,320593
Microstoma microstoma,Microstoma microstoma,accepted,Microstoma microstoma,species,Teleostei,Argentiniformes,Microstomatidae,Microstoma,TRUE,FALSE,FALSE,126724,880961
Fundulus diaphanus,Fundulus diaphanus,accepted,Fundulus diaphanus,species,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,FALSE,TRUE,TRUE,159296,54267
Serrivomer sector,Serrivomer sector,accepted,Serrivomer sector,species,Teleostei,Anguilliformes,Serrivomeridae,Serrivomer,TRUE,FALSE,FALSE,272005,290102
Alepisaurus ferox,Alepisaurus ferox,accepted,Alepisaurus ferox,species,Teleostei,Aulopiformes,Alepisauridae,Alepisaurus,TRUE,FALSE,FALSE,126333,88653
Ceratoscopelus townsendi,Ceratoscopelus townsendi,accepted,Ceratoscopelus townsendi,species,Teleostei,Myctophiformes,Myctophidae,Ceratoscopelus,TRUE,FALSE,FALSE,272656,875772
Chaenophryne longiceps,Chaenophryne longiceps,accepted,Chaenophryne longiceps,species,Teleostei,Lophiiformes,Oneirodidae,Chaenophryne,TRUE,FALSE,FALSE,126560,740694
Embiotoca jacksoni,Embiotoca jacksoni,accepted,Embiotoca jacksoni,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Embiotoca,TRUE,FALSE,FALSE,240746,100190
Argentina sialis,Argentina sialis,accepted,Argentina sialis,species,Teleostei,Argentiniformes,Argentinidae,Argentina,TRUE,TRUE,FALSE,272897,260512
Benthodesmus pacificus,Benthodesmus pacificus,accepted,Benthodesmus pacificus,species,Teleostei,Scombriformes,Trichiuridae,Benthodesmus,TRUE,FALSE,FALSE,274013,1738883
Brosmophycis marginata,Brosmophycis marginata,accepted,Brosmophycis marginata,species,Teleostei,Ophidiiformes,Bythitidae,Brosmophycis,TRUE,FALSE,FALSE,280000,334377
Hyperprosopon ellipticum,Hyperprosopon ellipticum,accepted,Hyperprosopon ellipticum,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Hyperprosopon,TRUE,FALSE,FALSE,281099,1045556
Bathysaurus mollis,Bathysaurus mollis,accepted,Bathysaurus mollis,species,Teleostei,Aulopiformes,Bathysauridae,Bathysaurus,TRUE,FALSE,FALSE,126370,1126214
Salvelinus fontinalis,Salvelinus fontinalis,accepted,Salvelinus fontinalis,species,Teleostei,Salmoniformes,Salmonidae,Salvelinus,TRUE,TRUE,TRUE,154241,8038
Lamprogrammus niger,Lamprogrammus niger,accepted,Lamprogrammus niger,species,Teleostei,Ophidiiformes,Ophidiidae,Lamprogrammus,TRUE,FALSE,FALSE,126672,228346
Notemigonus crysoleucas,Notemigonus crysoleucas,accepted,Notemigonus crysoleucas,species,Teleostei,Cypriniformes,Cyprinidae,Notemigonus,FALSE,TRUE,TRUE,159989,28800
Physiculus rastrelliger,Physiculus rastrelliger,accepted,Physiculus rastrelliger,species,Teleostei,Gadiformes,Moridae,Physiculus,TRUE,FALSE,FALSE,272510,740704
Carassius auratus,Carassius auratus,accepted,Carassius auratus,species,Teleostei,Cypriniformes,Cyprinidae,Carassius,FALSE,TRUE,TRUE,154298,7957
Dicrolene filamentosa,Dicrolene filamentosa,accepted,Dicrolene filamentosa,species,Teleostei,Ophidiiformes,Ophidiidae,Dicrolene,TRUE,FALSE,FALSE,275892,2048735
Icelinus oculatus,Icelinus oculatus,accepted,Icelinus oculatus,species,Teleostei,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281139,305509
Poromitra curilensis,Poromitra curilensis,accepted,Poromitra curilensis,species,Teleostei,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,474945,1828457
Maulisia argipalla,Maulisia argipalla,accepted,Maulisia argipalla,species,Teleostei,Alepocephaliformes,Platytroctidae,Maulisia,TRUE,FALSE,FALSE,126741,473320
Thunnus alalunga,Thunnus alalunga,accepted,Thunnus alalunga,species,Teleostei,Scombriformes,Scombridae,Thunnus,TRUE,FALSE,FALSE,127026,NA
Pachycara bulbiceps,Pachycara bulbiceps,accepted,Pachycara bulbiceps,species,Teleostei,Perciformes,Zoarcidae,Pachycara,TRUE,FALSE,FALSE,127121,NA
Barbourisia rufa,Barbourisia rufa,accepted,Barbourisia rufa,species,Teleostei,Beryciformes,Barbourisiidae,Barbourisia,TRUE,FALSE,FALSE,159425,88660
Paralichthys californicus,Paralichthys californicus,accepted,Paralichthys californicus,species,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,TRUE,TRUE,FALSE,275809,319776
Acanthogobius flavimanus,Acanthogobius flavimanus,accepted,Acanthogobius flavimanus,species,Teleostei,Gobiiformes,Gobiidae,Acanthogobius,TRUE,TRUE,TRUE,279475,86203
Clidoderma asperrimum,Clidoderma asperrimum,accepted,Clidoderma asperrimum,species,Teleostei,Pleuronectiformes,Pleuronectidae,Clidoderma,TRUE,FALSE,FALSE,280216,255560
Zaniolepis frenata,Zaniolepis frenata,accepted,Zaniolepis frenata,species,Teleostei,Perciformes,Zaniolepididae,Zaniolepis,TRUE,FALSE,FALSE,283208,274743
Anotopterus pharao,Anotopterus pharao,accepted,Anotopterus pharao,species,Teleostei,Aulopiformes,Anotopteridae,Anotopterus,TRUE,FALSE,FALSE,126334,172142
Sternoptyx diaphana,Sternoptyx diaphana,accepted,Sternoptyx diaphana,species,Teleostei,Stomiiformes,Sternoptychidae,Sternoptyx,TRUE,FALSE,FALSE,127314,81873
Brama japonica,Brama japonica,accepted,Brama japonica,species,Teleostei,Scombriformes,Bramidae,Brama,TRUE,FALSE,FALSE,273148,215352
Careproctus microstomus,Careproctus microstomus,accepted,Careproctus microstomus,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274446,NA
Paraliparis ulochir,Paraliparis ulochir,accepted,Paraliparis ulochir,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274612,2563672
Sebastes semicinctus,Sebastes semicinctus,accepted,Sebastes semicinctus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274851,320568
Sigmops gracilis,Sigmops gracilis,accepted,Sigmops gracilis,species,Teleostei,Stomiiformes,Gonostomatidae,Sigmops,TRUE,FALSE,FALSE,279336,48457
Amphistichus rhodoterus,Amphistichus rhodoterus,accepted,Amphistichus rhodoterus,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Amphistichus,TRUE,TRUE,FALSE,279596,72546
Taractes asper,Taractes asper,accepted,Taractes asper,species,Teleostei,Scombriformes,Bramidae,Taractes,TRUE,FALSE,FALSE,126786,302046
Cyclothone signata,Cyclothone signata,accepted,Cyclothone signata,species,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,154831,48453
Sebastes ensifer,Sebastes ensifer,accepted,Sebastes ensifer,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274790,72072
Borostomias panamensis,Borostomias panamensis,accepted,Borostomias panamensis,species,Teleostei,Stomiiformes,Stomiidae,Borostomias,TRUE,FALSE,FALSE,275052,740691
Lycodapus parviceps,Lycodapus parviceps,accepted,Lycodapus parviceps,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279393,1772030
Coelorinchus scaphopsis,Coelorinchus scaphopsis,accepted,Coelorinchus scaphopsis,species,Teleostei,Gadiformes,Macrouridae,Coelorinchus,TRUE,FALSE,FALSE,280334,319433
Tetronarce californica,Tetronarce californica,accepted,Tetronarce californica,species,Elasmobranchii,Torpediniformes,Torpedinidae,Tetronarce,TRUE,FALSE,FALSE,845703,7787
Melanocetus johnsonii,Melanocetus johnsonii,accepted,Melanocetus johnsonii,species,Teleostei,Lophiiformes,Melanocetidae,Melanocetus,TRUE,FALSE,FALSE,126556,242962
Brama brama,Brama brama,accepted,Brama brama,species,Teleostei,Scombriformes,Bramidae,Brama,TRUE,FALSE,FALSE,126783,349651
Careproctus ovigerus,Careproctus ovigerus,accepted,Careproctus ovigerus,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274454,NA
Sebastes levis,Sebastes levis,accepted,Sebastes levis,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274812,72083
Eucyclogobius newberryi,Eucyclogobius newberryi,accepted,Eucyclogobius newberryi,species,Teleostei,Gobiiformes,Gobiidae,Eucyclogobius,TRUE,TRUE,FALSE,280737,166745
Gibbonsia montereyensis,Gibbonsia montereyensis,accepted,Gibbonsia montereyensis,species,Teleostei,Blenniiformes,Clinidae,Gibbonsia,TRUE,FALSE,FALSE,280836,57803
Rondeletia loricata,Rondeletia loricata,accepted,Rondeletia loricata,species,Teleostei,Beryciformes,Rondeletiidae,Rondeletia,TRUE,FALSE,FALSE,126412,88713
Caulophryne jordani,Caulophryne jordani,accepted,Caulophryne jordani,species,Teleostei,Lophiiformes,Caulophrynidae,Caulophryne,TRUE,FALSE,FALSE,126534,717990
Cryptopsaras couesii,Cryptopsaras couesii,accepted,Cryptopsaras couesii,species,Teleostei,Lophiiformes,Ceratiidae,Cryptopsaras,TRUE,FALSE,FALSE,126538,412659
Eurypharynx pelecanoides,Eurypharynx pelecanoides,accepted,Eurypharynx pelecanoides,species,Teleostei,Anguilliformes,Eurypharyngidae,Eurypharynx,TRUE,FALSE,FALSE,127165,55117
Liparis fabricii,Liparis fabricii,accepted,Liparis fabricii,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,127218,241823
Venefica procera,Venefica procera,accepted,Venefica procera,species,Teleostei,Anguilliformes,Nettastomatidae,Venefica,TRUE,FALSE,FALSE,158593,1232747
Fistularia petimba,Fistularia petimba,accepted,Fistularia petimba,species,Teleostei,Syngnathiformes,Fistulariidae,Fistularia,TRUE,TRUE,FALSE,159439,206154
Nezumia bairdii,Nezumia bairdii,accepted,Nezumia bairdii,species,Teleostei,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,183289,1311468
Mentodus eubranchus,Mentodus eubranchus,accepted,Mentodus eubranchus,species,Teleostei,Alepocephaliformes,Platytroctidae,Mentodus,TRUE,FALSE,FALSE,272950,NA
Sebastes atrovirens,Sebastes atrovirens,accepted,Sebastes atrovirens,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274772,72056
Sebastes rosaceus,Sebastes rosaceus,accepted,Sebastes rosaceus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274841,72096
Sphoeroides nephelus,Sphoeroides nephelus,accepted,Sphoeroides nephelus,species,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,TRUE,TRUE,FALSE,275280,39110
Amphistichus koelzi,Amphistichus koelzi,accepted,Amphistichus koelzi,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Amphistichus,TRUE,FALSE,FALSE,279595,1045555
Parvilux ingens,Parvilux ingens,accepted,Parvilux ingens,species,Teleostei,Myctophiformes,Myctophidae,Parvilux,TRUE,FALSE,FALSE,282178,717805
Pleuronichthys verticalis,Pleuronichthys verticalis,accepted,Pleuronichthys verticalis,species,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282295,195635
Kyphosus azureus,Kyphosus azureus,accepted,Kyphosus azureus,species,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,TRUE,FALSE,FALSE,1019728,2838349
Diretmoides pauciradiatus,Diretmoides pauciradiatus,accepted,Diretmoides pauciradiatus,species,Teleostei,Trachichthyiformes,Diretmidae,Diretmoides,TRUE,FALSE,FALSE,126397,1415272
Neoscopelus macrolepidotus,Neoscopelus macrolepidotus,accepted,Neoscopelus macrolepidotus,species,Teleostei,Myctophiformes,Neoscopelidae,Neoscopelus,TRUE,FALSE,FALSE,126634,88701
Bajacalifornia megalops,Bajacalifornia megalops,accepted,Bajacalifornia megalops,species,Teleostei,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,126687,492034
Pachystomias microdon,Pachystomias microdon,accepted,Pachystomias microdon,species,Teleostei,Stomiiformes,Stomiidae,Pachystomias,TRUE,FALSE,FALSE,127367,436884
Acanthostracion quadricornis,Acanthostracion quadricornis,accepted,Acanthostracion quadricornis,species,Teleostei,Tetraodontiformes,Ostraciidae,Acanthostracion,TRUE,FALSE,FALSE,158920,587042
Benthodesmus tenuis,Benthodesmus tenuis,accepted,Benthodesmus tenuis,species,Teleostei,Scombriformes,Trichiuridae,Benthodesmus,TRUE,FALSE,FALSE,159834,1219340
Gigantactis microdontis,Gigantactis microdontis,accepted,Gigantactis microdontis,species,Teleostei,Lophiiformes,Gigantactinidae,Gigantactis,TRUE,FALSE,FALSE,272567,3119957
Bajacalifornia erimoensis,Bajacalifornia erimoensis,accepted,Bajacalifornia erimoensis,species,Teleostei,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,272858,NA
Sebastes ovalis,Sebastes ovalis,accepted,Sebastes ovalis,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274830,72092
Paramonacanthus choirocephalus,Paramonacanthus choirocephalus,accepted,Paramonacanthus choirocephalus,species,Teleostei,Tetraodontiformes,Monacanthidae,Paramonacanthus,TRUE,FALSE,FALSE,278918,392923
Clinocottus analis,Clinocottus analis,accepted,Clinocottus analis,species,Teleostei,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280219,304258
Genyonemus lineatus,Genyonemus lineatus,accepted,Genyonemus lineatus,species,Teleostei,Eupercaria incertae sedis,Sciaenidae,Genyonemus,TRUE,FALSE,FALSE,280830,320395
Medialuna californiensis,Medialuna californiensis,accepted,Medialuna californiensis,species,Teleostei,Centrarchiformes,Scorpididae,Medialuna,TRUE,FALSE,FALSE,281541,314243
Kajikia audax,Kajikia audax,accepted,Kajikia audax,species,Teleostei,Carangiformes,Istiophoridae,Kajikia,TRUE,FALSE,FALSE,712907,13721
Alopias vulpinus,Alopias vulpinus,accepted,Alopias vulpinus,species,Elasmobranchii,Lamniformes,Alopiidae,Alopias,TRUE,FALSE,FALSE,105836,7852
Loweina rara,Loweina rara,accepted,Loweina rara,species,Teleostei,Myctophiformes,Myctophidae,Loweina,TRUE,FALSE,FALSE,126625,1519984
Rouleina attrita,Rouleina attrita,accepted,Rouleina attrita,species,Teleostei,Alepocephaliformes,Alepocephalidae,Rouleina,TRUE,FALSE,FALSE,126709,700664
Hippocampus erectus,Hippocampus erectus,accepted,Hippocampus erectus,species,Teleostei,Syngnathiformes,Syngnathidae,Hippocampus,TRUE,FALSE,FALSE,159445,109281
Ellochelon vaigiensis,Ellochelon vaigiensis,accepted,Ellochelon vaigiensis,species,Teleostei,Mugiliformes,Mugilidae,Ellochelon,TRUE,TRUE,TRUE,218878,1111475
Hypomesus olidus,Hypomesus olidus,accepted,Hypomesus olidus,species,Teleostei,Osmeriformes,Osmeridae,Hypomesus,TRUE,TRUE,TRUE,254556,240830
Lepidopus fitchi,Lepidopus fitchi,accepted,Lepidopus fitchi,species,Teleostei,Scombriformes,Trichiuridae,Lepidopus,TRUE,FALSE,FALSE,274018,515182
Caulolatilus princeps,Caulolatilus princeps,accepted,Caulolatilus princeps,species,Teleostei,Eupercaria incertae sedis,Malacanthidae,Caulolatilus,TRUE,FALSE,FALSE,276217,319437
Paramonacanthus sulcatus,Paramonacanthus sulcatus,accepted,Paramonacanthus sulcatus,species,Teleostei,Tetraodontiformes,Monacanthidae,Paramonacanthus,TRUE,FALSE,FALSE,278929,435130
