"","accession","found_taxa","rank","common_name","taxa_verbatim","ncbi_sp","worms_match","worms_aphiaid","status","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","hybrid","ncbi_taxonomy_2"
"27309","KX937712","uncultured marine eukaryote","outgroup","Unknown eukaryote","uncultured marine eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27310","LN735279","Florenciella sp. RCC1704","outgroup","Algae","Florenciella sp. RCC1704",NA,NA,NA,NA,NA,"Eukaryota",NA,"Dictyochophyceae","Florenciellales",NA,"Florenciella",NA,NA,NA,NA
"27311","KJ885163","uncultured cyanobacterium","outgroup","Bacteria","uncultured cyanobacterium",NA,NA,NA,NA,NA,"Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,NA,NA,NA
"27312","JQ727200","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27313","HM798991","uncultured eukaryote","outgroup","Unknown eukaryote","uncultured eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27314","FM242384","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27315","LN735338","Helicopedinella sp. RCC2284","outgroup","Algae","Helicopedinella sp. RCC2284",NA,NA,NA,NA,NA,"Eukaryota",NA,"Dictyochophyceae","Pedinellales",NA,"Helicopedinella",NA,NA,NA,NA
"27316","LN735285","Dictyochophyceae sp. RCC1727","outgroup","Algae","Dictyochophyceae sp. RCC1727",NA,NA,NA,NA,NA,"Eukaryota",NA,"Dictyochophyceae",NA,NA,NA,NA,NA,NA,NA
"27317","FJ649290","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27318","MZ571699","Bolidophyceae sp.","outgroup","Algae","Bolidophyceae sp.",NA,NA,NA,NA,NA,"Eukaryota",NA,"Bolidophyceae",NA,NA,NA,NA,NA,NA,NA
"27319","MZ571696","uncultured dictyochophyte","outgroup","Algae","uncultured dictyochophyte",NA,NA,NA,NA,NA,"Eukaryota",NA,"Dictyochophyceae",NA,NA,NA,NA,NA,NA,NA
"27320","MW153026","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27321","MW152970","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27322","MW152969","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27323","MW152968","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27324","MW152819","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27325","MW152571","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27326","MW152556","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27327","FJ350446","uncultured organism","outgroup","Unknown organism","uncultured organism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27328","KF624109","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27329","HQ189705","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27330","GU119720","uncultured organism","outgroup","Unknown organism","uncultured organism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27331","AF277529","diatom sp. SIC.103602","outgroup","Diatom","diatom sp. SIC.103602",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27332","MH312216","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27333","MF507374","uncultured cyanobacterium","outgroup","Bacteria","uncultured cyanobacterium",NA,NA,NA,NA,NA,"Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,NA,NA,NA
"27334","KT973890","uncultured prokaryote","outgroup","Unknown organism","uncultured prokaryote",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27335","JQ235963","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27336","EF092589","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27337","JX864571","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27338","MZ571697","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27339","AB559805","uncultured eukaryote","outgroup","Unknown eukaryote","uncultured eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27340","MH819010","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27341","KP097259","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27342","AB928647","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27343","KM145100","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27344","KM133196","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27345","EU882180","uncultured cyanobacterium","outgroup","Bacteria","uncultured cyanobacterium",NA,NA,NA,NA,NA,"Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,NA,NA,NA
"27346","EU273074","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27347","AY711031","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27348","HM213510","Elphidium excavatum","outgroup","Foraminifera","Elphidium excavatum",NA,NA,NA,NA,NA,"Eukaryota","Foraminifera",NA,"Rotaliida","Elphidiidae","Elphidium",NA,NA,NA,NA
"27349","KJ885124","uncultured cyanobacterium","outgroup","Bacteria","uncultured cyanobacterium",NA,NA,NA,NA,NA,"Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,NA,NA,NA
"27350","JF426278","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27351","HM018003","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27352","JN813785","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27353","JN813579","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27354","GU437592","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27355","HQ189720","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27356","HQ189708","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27357","AJ627993","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27358","MK521738","uncultured cyanobacterium","outgroup","Bacteria","uncultured cyanobacterium",NA,NA,NA,NA,NA,"Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,NA,NA,NA
"27359","LC422593","uncultured eukaryote","outgroup","Unknown eukaryote","uncultured eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27360","KF721838","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27361","KF177798","Bacillariophyta sp. 1 MAB-2013","outgroup","Diatom","Bacillariophyta sp. 1 MAB-2013",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27362","KF177789","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27363","KF358620","uncultured alga","outgroup","Algae","uncultured alga",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27364","DQ647611","uncultured Phaeodactylum sp.","outgroup","Diatom","uncultured Phaeodactylum sp.",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Phaeodactylaceae","Phaeodactylum",NA,NA,NA,NA
"27365","KC917663","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27366","KC299295","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27367","KC299152","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27368","JQ383612","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27369","JF748868","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27370","JF789026","uncultured cyanobacterium","outgroup","Bacteria","uncultured cyanobacterium",NA,NA,NA,NA,NA,"Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,NA,NA,NA
"27371","JF788990","uncultured cyanobacterium","outgroup","Bacteria","uncultured cyanobacterium",NA,NA,NA,NA,NA,"Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,NA,NA,NA
"27372","JF983091","uncultured cyanobacterium","outgroup","Bacteria","uncultured cyanobacterium",NA,NA,NA,NA,NA,"Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,NA,NA,NA
"27373","HQ318611","uncultured soil bacterium","outgroup","Bacteria","uncultured soil bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27374","HQ189727","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27375","HQ189700","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27376","HQ189696","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27377","HM745431","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27378","GU049027","uncultured cyanobacterium","outgroup","Bacteria","uncultured cyanobacterium",NA,NA,NA,NA,NA,"Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,NA,NA,NA
"27379","EF491308","uncultured eukaryote","outgroup","Unknown eukaryote","uncultured eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27380","AY712359","uncultured cyanobacterium","outgroup","Bacteria","uncultured cyanobacterium",NA,NA,NA,NA,NA,"Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,NA,NA,NA
"27381","KF177792","Bacillariophyta sp. 1 MAB-2013","outgroup","Diatom","Bacillariophyta sp. 1 MAB-2013",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27382","MN845146","uncultured Biddulphia","outgroup","Diatom","uncultured Biddulphia",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta","Mediophyceae","Biddulphiales","Biddulphiaceae",NA,NA,NA,NA,NA
"27383","MF967628","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27384","MH819077","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27385","MH819076","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27386","MH819072","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27387","MH819058","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27388","MN156759","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27389","MF144380","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27390","MF144261","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27391","KY692046","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27392","KY690815","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27393","KY624542","uncultured eukaryote","outgroup","Unknown eukaryote","uncultured eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27394","MH889238","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27395","KJ192057","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27396","KJ192055","uncultured diatom","outgroup","Diatom","uncultured diatom",NA,NA,NA,NA,NA,"Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA,NA,NA,NA
"27397","HQ189706","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27398","GQ483349","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27399","DQ256723","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27400","JN986544","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27401","JN430540","uncultured organism","outgroup","Unknown organism","uncultured organism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27402","MW152837","uncultured phototrophic eukaryote","outgroup","Unknown eukaryote","uncultured phototrophic eukaryote",NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27403","MK774923","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27404","KJ492041","bacterium IMCC8403","outgroup","Bacteria","bacterium IMCC8403",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27405","MN145788","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27406","MH077474","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27407","MH076842","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27408","MH076077","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27409","MH076033","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27410","MH075554","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27411","MH075551","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27412","MH075543","uncultured Rhodospirillales bacterium","outgroup","Bacteria","uncultured Rhodospirillales bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,NA,NA,NA
"27413","MH075526","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27414","MH075516","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27415","MH075462","uncultured Rhodospirillales bacterium","outgroup","Bacteria","uncultured Rhodospirillales bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,NA,NA,NA
"27416","MH075459","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27417","MH075381","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27418","MH075223","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27419","MH075152","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27420","MH074988","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27421","MH074943","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27422","LC193005","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27423","LT720378","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27424","KU578815","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27425","KX935626","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27426","KX935620","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27427","KX935618","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27428","KX935617","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27429","KX935615","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27430","KX935614","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27431","KX935613","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27432","KX934584","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27433","KX934582","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27434","KX934285","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27435","KX933973","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27436","KX933408","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27437","KX933407","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27438","KX933406","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27439","KX933405","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27440","KX933013","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27441","KU937439","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27442","KU937421","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27443","KX581261","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27444","LT549205","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27445","KM223989","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27446","KM223961","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27447","KM223751","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27448","MW960147","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27449","MW960118","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
