"","accession","found_taxa","rank","common_name","taxa_verbatim","ncbi_sp","worms_match","worms_aphiaid","status","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","hybrid","ncbi_taxonomy_2"
"49016","KX935373","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49017","KX935370","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49018","KX935542","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49019","KX935361","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49020","KX935360","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49021","KX371499","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49022","KX935366","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49023","KX935362","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49024","KX935365","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49025","LC138390","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49026","KM223375","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49027","KX935358","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49028","KM223564","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49029","KP005016","uncultured deep-sea bacterium","outgroup","Bacteria","uncultured deep-sea bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49030","JQ197062","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49031","KR072712","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49032","JX441572","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49033","JQ194954","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49034","KF185790","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49035","KP005015","uncultured deep-sea bacterium","outgroup","Bacteria","uncultured deep-sea bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49036","JN986310","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49037","JQ678411","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49038","JN974149","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49039","JQ196882","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49040","AB606894","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49041","HQ674564","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49042","HM798599","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49043","JQ196033","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49044","JX878946","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49045","GU204561","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49046","FN435446","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49047","FN435479","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49048","HQ674560","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49049","HQ433429","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49050","GQ337226","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49051","GQ337108","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49052","GQ385543","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49053","FJ744870","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49054","FJ745241","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49055","DQ436715","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49056","EF572431","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49057","AF382113","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49058","FJ744801","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49059","AF382119","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49060","MN890406","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49061","KU675925","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49062","KY194010","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49063","MH077396","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49064","KX427847","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49065","KY194361","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49066","KX935376","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49067","KX935378","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49068","LC138634","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49069","KX935359","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49070","KM223688","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49071","KM223638","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49072","KM223445","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49073","JX530677","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49074","MT775377","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49075","JQ753167","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49076","MT775125","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49077","JX879018","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49078","HQ652515","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49079","JN015203","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49080","HM798992","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49081","GU204523","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49082","HQ673095","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49083","HM037624","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49084","EU361705","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49085","EU361703","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49086","EU361704","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49087","DQ300914","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49088","EU361706","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49089","KM277253","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49090","JX864310","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49091","EF575328","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49092","KY275701","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49093","JX864299","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49094","MN891453","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49095","LC087321","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49096","KX935368","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49097","AB702510","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49098","EF597696","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49099","KX179352","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49100","KR072730","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49101","MG876426","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49102","HQ673140","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49103","JX528436","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49104","DQ810769","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49105","KT318659","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49106","DQ300796","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49107","DQ300792","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49108","JX528724","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49109","LC087478","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49110","AB702156","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49111","JX879008","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49112","JF495413","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49113","MH076385","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49114","EU361708","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49115","KY241620","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49116","KX426511","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49117","KY194594","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49118","JX528778","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49119","HQ242249","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49120","HQ672401","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49121","JX528748","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49122","AM706774","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49123","JX529166","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49124","JX194560","uncultured organism","outgroup","Unknown organism","uncultured organism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49125","JX194507","uncultured organism","outgroup","Unknown organism","uncultured organism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49126","JF508975","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49127","GQ346960","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49128","AB702146","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49129","MN890497","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49130","EU361707","uncultured SAR156 cluster gamma proteobacterium","outgroup","Bacteria","uncultured SAR156 cluster gamma proteobacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49131","MH075546","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49132","JX528965","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49133","AB702441","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49134","MH075541","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49135","MG876137","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49136","HQ672916","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49137","HQ674312","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49138","MK796353","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49139","JX529240","uncultured SAR86 cluster bacterium","outgroup","Bacteria","uncultured SAR86 cluster bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49140","MH077458","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49141","MH077080","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49142","MH077323","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49143","MH075881","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"49144","MH076621","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
