accepted_name,verbatim_name,taxonomic_status,species,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,taxon_id,ncbi_id,region
Hemilepidotus spinosus,Hemilepidotus spinosus,accepted,Hemilepidotus spinosus,species,Teleostei,Perciformes,Cottidae,Hemilepidotus,TRUE,FALSE,FALSE,279413,271501,California Current
Gadus chalcogrammus,Gadus chalcogrammus,accepted,Gadus chalcogrammus,species,Teleostei,Gadiformes,Gadidae,Gadus,TRUE,TRUE,FALSE,300735,1042646,California Current
Sebastes chlorostictus,Sebastes chlorostictus,accepted,Sebastes chlorostictus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274781,72064,California Current
Careproctus melanurus,Careproctus melanurus,accepted,Careproctus melanurus,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,254549,274785,California Current
Anoplarchus purpurescens,Anoplarchus purpurescens,accepted,Anoplarchus purpurescens,species,Teleostei,Perciformes,Stichaeidae,Anoplarchus,TRUE,FALSE,FALSE,279633,320623,California Current
Zalembius rosaceus,Zalembius rosaceus,accepted,Zalembius rosaceus,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Zalembius,TRUE,FALSE,FALSE,283202,100204,California Current
Nansenia candida,Nansenia candida,accepted,Nansenia candida,species,Teleostei,Argentiniformes,Microstomatidae,Nansenia,TRUE,FALSE,FALSE,272926,557352,California Current
Atherinops affinis,Atherinops affinis,accepted,Atherinops affinis,species,Teleostei,Atheriniformes,Atherinidae,Atherinops,TRUE,TRUE,FALSE,279812,238741,California Current
Cottus asper,Cottus asper,accepted,Cottus asper,species,Teleostei,Perciformes,Cottidae,Cottus,TRUE,TRUE,TRUE,274368,214916,California Current
Lycodes pacificus,Lycodes pacificus,accepted,Lycodes pacificus,species,Teleostei,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,274116,1772091,California Current
Oligocottus maculosus,Oligocottus maculosus,accepted,Oligocottus maculosus,species,Teleostei,Perciformes,Cottidae,Oligocottus,TRUE,TRUE,FALSE,281872,328410,California Current
Scomber japonicus,Scomber japonicus,accepted,Scomber japonicus,species,Teleostei,Scombriformes,Scombridae,Scomber,TRUE,FALSE,FALSE,127022,13676,California Current
Eptatretus stoutii,Eptatretus stoutii,accepted,Eptatretus stoutii,species,Myxini,Myxiniformes,Myxinidae,Eptatretus,TRUE,FALSE,FALSE,279298,7765,California Current
Nectoliparis pelagicus,Nectoliparis pelagicus,accepted,Nectoliparis pelagicus,species,Teleostei,Perciformes,Liparidae,Nectoliparis,TRUE,FALSE,FALSE,281641,446815,California Current
Lampanyctus regalis,Lampanyctus regalis,accepted,Lampanyctus regalis,species,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,301545,91654,California Current
Microgadus proximus,Microgadus proximus,accepted,Microgadus proximus,species,Teleostei,Gadiformes,Gadidae,Microgadus,TRUE,TRUE,FALSE,275873,80721,California Current
Xiphister mucosus,Xiphister mucosus,accepted,Xiphister mucosus,species,Teleostei,Perciformes,Stichaeidae,Xiphister,TRUE,FALSE,FALSE,283195,283031,California Current
Alepocephalus tenebrosus,Alepocephalus tenebrosus,accepted,Alepocephalus tenebrosus,species,Teleostei,Alepocephaliformes,Alepocephalidae,Alepocephalus,TRUE,FALSE,FALSE,272849,170189,California Current
Bathyagonus nigripinnis,Bathyagonus nigripinnis,accepted,Bathyagonus nigripinnis,species,Teleostei,Perciformes,Agonidae,Bathyagonus,TRUE,FALSE,FALSE,254505,433409,California Current
Hippoglossoides elassodon,Hippoglossoides elassodon,accepted,Hippoglossoides elassodon,species,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossoides,TRUE,FALSE,FALSE,274289,30945,California Current
Hypocritichthys analis,Hypocritichthys analis,accepted,Hypocritichthys analis,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Hypocritichthys,TRUE,FALSE,FALSE,1804082,NA,California Current
Hyperprosopon argenteum,Hyperprosopon argenteum,accepted,Hyperprosopon argenteum,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Hyperprosopon,TRUE,FALSE,FALSE,281098,100192,California Current
Sebastes constellatus,Sebastes constellatus,accepted,Sebastes constellatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274783,72066,California Current
Clinocottus globiceps,Clinocottus globiceps,accepted,Clinocottus globiceps,species,Teleostei,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280221,459047,California Current
Heterodontus francisci,Heterodontus francisci,accepted,Heterodontus francisci,species,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,TRUE,FALSE,FALSE,276694,7792,California Current
Bathophilus flemingi,Bathophilus flemingi,accepted,Bathophilus flemingi,species,Teleostei,Stomiiformes,Stomiidae,Bathophilus,TRUE,FALSE,FALSE,275046,319449,California Current
Protomyctophum arcticum,Protomyctophum arcticum,accepted,Protomyctophum arcticum,species,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,TRUE,FALSE,FALSE,158917,473330,California Current
Bathyraja trachura,Bathyraja trachura,accepted,Bathyraja trachura,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271538,341251,California Current
Spectrunculus grandis,Spectrunculus grandis,accepted,Spectrunculus grandis,species,Teleostei,Ophidiiformes,Ophidiidae,Spectrunculus,TRUE,FALSE,FALSE,126678,557426,California Current
Argyropelecus affinis,Argyropelecus affinis,accepted,Argyropelecus affinis,species,Teleostei,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,127307,81869,California Current
Ronquilus jordani,Ronquilus jordani,accepted,Ronquilus jordani,species,Teleostei,Perciformes,Bathymasteridae,Ronquilus,TRUE,FALSE,FALSE,282629,428030,California Current
Sagamichthys abei,Sagamichthys abei,accepted,Sagamichthys abei,species,Teleostei,Alepocephaliformes,Platytroctidae,Sagamichthys,TRUE,FALSE,FALSE,234630,319782,California Current
Coryphaenoides cinereus,Coryphaenoides cinereus,accepted,Coryphaenoides cinereus,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272326,83391,California Current
Apodichthys flavidus,Apodichthys flavidus,accepted,Apodichthys flavidus,species,Teleostei,Perciformes,Pholidae,Apodichthys,TRUE,FALSE,FALSE,279664,57779,California Current
Clinocottus recalvus,Clinocottus recalvus,accepted,Clinocottus recalvus,species,Teleostei,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280222,283633,California Current
Scorpaena guttata,Scorpaena guttata,accepted,Scorpaena guttata,species,Teleostei,Perciformes,Scorpaenidae,Scorpaena,TRUE,FALSE,FALSE,274713,72114,California Current
Isurus oxyrinchus,Isurus oxyrinchus,accepted,Isurus oxyrinchus,species,Elasmobranchii,Lamniformes,Lamnidae,Isurus,TRUE,FALSE,FALSE,105839,57983,California Current
Parmaturus xaniurus,Parmaturus xaniurus,accepted,Parmaturus xaniurus,species,Elasmobranchii,Carcharhiniformes,Pentanchidae,Parmaturus,TRUE,FALSE,FALSE,282166,320401,California Current
Eucryphycus californicus,Eucryphycus californicus,accepted,Eucryphycus californicus,species,Teleostei,Perciformes,Zoarcidae,Eucryphycus,TRUE,FALSE,FALSE,280736,1311546,California Current
Careproctus longifilis,Careproctus longifilis,accepted,Careproctus longifilis,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274437,NA,California Current
Micrometrus minimus,Micrometrus minimus,accepted,Micrometrus minimus,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Micrometrus,TRUE,FALSE,FALSE,281562,50814,California Current
Anoplogaster cornuta,Anoplogaster cornuta,accepted,Anoplogaster cornuta,species,Teleostei,Trachichthyiformes,Anoplogastridae,Anoplogaster,TRUE,FALSE,FALSE,126393,88656,California Current
Bathyraja kincaidii,Bathyraja kincaidii,accepted,Bathyraja kincaidii,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,298828,1154593,California Current
Argyropelecus sladeni,Argyropelecus sladeni,accepted,Argyropelecus sladeni,species,Teleostei,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,158837,81870,California Current
Lyconema barbatum,Lyconema barbatum,accepted,Lyconema barbatum,species,Teleostei,Perciformes,Zoarcidae,Lyconema,TRUE,FALSE,FALSE,281449,320593,California Current
Clevelandia ios,Clevelandia ios,accepted,Clevelandia ios,species,Teleostei,Gobiiformes,Gobiidae,Clevelandia,TRUE,TRUE,FALSE,280215,185732,California Current
Xeneretmus latifrons,Xeneretmus latifrons,accepted,Xeneretmus latifrons,species,Teleostei,Perciformes,Agonidae,Xeneretmus,TRUE,FALSE,FALSE,283171,274780,California Current
Icelinus tenuis,Icelinus tenuis,accepted,Icelinus tenuis,species,Teleostei,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281142,433394,California Current
Oligocottus rubellio,Oligocottus rubellio,accepted,Oligocottus rubellio,species,Teleostei,Perciformes,Cottidae,Oligocottus,TRUE,FALSE,FALSE,281874,459051,California Current
Aristostomias scintillans,Aristostomias scintillans,accepted,Aristostomias scintillans,species,Teleostei,Stomiiformes,Stomiidae,Aristostomias,TRUE,FALSE,FALSE,275007,319440,California Current
Psychrolutes phrictus,Psychrolutes phrictus,accepted,Psychrolutes phrictus,species,Teleostei,Perciformes,Psychrolutidae,Psychrolutes,TRUE,FALSE,FALSE,274678,320385,California Current
Entosphenus tridentatus,Entosphenus tridentatus,accepted,Entosphenus tridentatus,species,Petromyzonti,Petromyzontiformes,Petromyzontidae,Entosphenus,TRUE,TRUE,TRUE,314348,245074,California Current
Gobiesox maeandricus,Gobiesox maeandricus,accepted,Gobiesox maeandricus,species,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275671,63828,California Current
Zaniolepis frenata,Zaniolepis frenata,accepted,Zaniolepis frenata,species,Teleostei,Perciformes,Zaniolepididae,Zaniolepis,TRUE,FALSE,FALSE,283208,274743,California Current
Argyropelecus lychnus,Argyropelecus lychnus,accepted,Argyropelecus lychnus,species,Teleostei,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,158836,875771,California Current
Oncorhynchus nerka,Oncorhynchus nerka,accepted,Oncorhynchus nerka,species,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,254569,8023,California Current
Lycodapus fierasfer,Lycodapus fierasfer,accepted,Lycodapus fierasfer,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279389,433411,California Current
Kyphosus azureus,Kyphosus azureus,accepted,Kyphosus azureus,species,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,TRUE,FALSE,FALSE,1019728,2838349,California Current
Paraliparis pectoralis,Paraliparis pectoralis,accepted,Paraliparis pectoralis,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274604,557360,California Current
Liparis florae,Liparis florae,accepted,Liparis florae,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274513,320618,California Current
Beringraja inornata,Beringraja inornata,accepted,Beringraja inornata,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1461134,2838339,California Current
Eptatretus deani,Eptatretus deani,accepted,Eptatretus deani,species,Myxini,Myxiniformes,Myxinidae,Eptatretus,TRUE,FALSE,FALSE,279277,418109,California Current
Genyonemus lineatus,Genyonemus lineatus,accepted,Genyonemus lineatus,species,Teleostei,Eupercaria incertae sedis,Sciaenidae,Genyonemus,TRUE,FALSE,FALSE,280830,320395,California Current
Ceratoscopelus townsendi,Ceratoscopelus townsendi,accepted,Ceratoscopelus townsendi,species,Teleostei,Myctophiformes,Myctophidae,Ceratoscopelus,TRUE,FALSE,FALSE,272656,875772,California Current
Careproctus cypselurus,Careproctus cypselurus,accepted,Careproctus cypselurus,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274421,433400,California Current
Coryphaenoides filifer,Coryphaenoides filifer,accepted,Coryphaenoides filifer,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272331,216980,California Current
Zaniolepis latipinnis,Zaniolepis latipinnis,accepted,Zaniolepis latipinnis,species,Teleostei,Perciformes,Zaniolepididae,Zaniolepis,TRUE,FALSE,FALSE,283209,283621,California Current
Hyperprosopon ellipticum,Hyperprosopon ellipticum,accepted,Hyperprosopon ellipticum,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Hyperprosopon,TRUE,FALSE,FALSE,281099,1045556,California Current
Bothrocara brunneum,Bothrocara brunneum,accepted,Bothrocara brunneum,species,Teleostei,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,279397,557338,California Current
Bathyraja abyssicola,Bathyraja abyssicola,accepted,Bathyraja abyssicola,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271503,341242,California Current
Synodus lucioceps,Synodus lucioceps,accepted,Synodus lucioceps,species,Teleostei,Aulopiformes,Synodontidae,Synodus,TRUE,FALSE,FALSE,272132,320415,California Current
Benthalbella dentata,Benthalbella dentata,accepted,Benthalbella dentata,species,Teleostei,Aulopiformes,Scopelarchidae,Benthalbella,TRUE,FALSE,FALSE,254572,433385,California Current
Nezumia stelgidolepis,Nezumia stelgidolepis,accepted,Nezumia stelgidolepis,species,Teleostei,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,272428,1154598,California Current
Ascelichthys rhodorus,Ascelichthys rhodorus,accepted,Ascelichthys rhodorus,species,Teleostei,Perciformes,Cottidae,Ascelichthys,TRUE,FALSE,FALSE,279706,1738886,California Current
Neoclinus blanchardi,Neoclinus blanchardi,accepted,Neoclinus blanchardi,species,Teleostei,Blenniiformes,Chaenopsidae,Neoclinus,TRUE,FALSE,FALSE,281679,57830,California Current
Enophrys bison,Enophrys bison,accepted,Enophrys bison,species,Teleostei,Perciformes,Cottidae,Enophrys,TRUE,FALSE,FALSE,275355,320617,California Current
Enophrys taurina,Enophrys taurina,accepted,Enophrys taurina,species,Teleostei,Perciformes,Cottidae,Enophrys,TRUE,FALSE,FALSE,275356,740695,California Current
Micrometrus aurora,Micrometrus aurora,accepted,Micrometrus aurora,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Micrometrus,TRUE,FALSE,FALSE,281561,1634945,California Current
Leptocottus armatus,Leptocottus armatus,accepted,Leptocottus armatus,species,Teleostei,Perciformes,Cottidae,Leptocottus,TRUE,TRUE,FALSE,254345,214925,California Current
Bathyraja spinosissima,Bathyraja spinosissima,accepted,Bathyraja spinosissima,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271536,2169489,California Current
Sebastes ovalis,Sebastes ovalis,accepted,Sebastes ovalis,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274830,72092,California Current
Sebastes umbrosus,Sebastes umbrosus,accepted,Sebastes umbrosus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274862,72105,California Current
Hemilepidotus hemilepidotus,Hemilepidotus hemilepidotus,accepted,Hemilepidotus hemilepidotus,species,Teleostei,Perciformes,Cottidae,Hemilepidotus,TRUE,FALSE,FALSE,254521,433390,California Current
Coryphaenoides armatus,Coryphaenoides armatus,accepted,Coryphaenoides armatus,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,158952,76798,California Current
Coryphaenoides leptolepis,Coryphaenoides leptolepis,accepted,Coryphaenoides leptolepis,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,158959,216981,California Current
Pleuronichthys decurrens,Pleuronichthys decurrens,accepted,Pleuronichthys decurrens,species,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282292,320379,California Current
Nemichthys scolopaceus,Nemichthys scolopaceus,accepted,Nemichthys scolopaceus,species,Teleostei,Anguilliformes,Nemichthyidae,Nemichthys,TRUE,FALSE,FALSE,126306,118170,California Current
Atherinopsis californiensis,Atherinopsis californiensis,accepted,Atherinopsis californiensis,species,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,TRUE,FALSE,FALSE,279813,1311532,California Current
Beringraja binoculata,Beringraja binoculata,accepted,Beringraja binoculata,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1021330,2838337,California Current
Oncorhynchus mykiss,Oncorhynchus mykiss,accepted,Oncorhynchus mykiss,species,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,127185,8022,California Current
Tetragonurus cuvieri,Tetragonurus cuvieri,accepted,Tetragonurus cuvieri,species,Teleostei,Scombriformes,Tetragonuridae,Tetragonurus,TRUE,FALSE,FALSE,127080,316150,California Current
Oligocottus rimensis,Oligocottus rimensis,accepted,Oligocottus rimensis,species,Teleostei,Perciformes,Cottidae,Oligocottus,TRUE,FALSE,FALSE,281873,459050,California Current
Paricelinus hopliticus,Paricelinus hopliticus,accepted,Paricelinus hopliticus,species,Teleostei,Perciformes,Jordaniidae,Paricelinus,TRUE,FALSE,FALSE,282147,NA,California Current
Albatrossia pectoralis,Albatrossia pectoralis,accepted,Albatrossia pectoralis,species,Teleostei,Gadiformes,Macrouridae,Albatrossia,TRUE,FALSE,FALSE,236135,83392,California Current
Paralichthys californicus,Paralichthys californicus,accepted,Paralichthys californicus,species,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,TRUE,TRUE,FALSE,275809,319776,California Current
Poromitra crassiceps,Poromitra crassiceps,accepted,Poromitra crassiceps,species,Teleostei,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,127273,88708,California Current
Platichthys stellatus,Platichthys stellatus,accepted,Platichthys stellatus,species,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,TRUE,TRUE,TRUE,154781,195632,California Current
Melamphaes lugubris,Melamphaes lugubris,accepted,Melamphaes lugubris,species,Teleostei,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274932,319444,California Current
Sebastes maliger,Sebastes maliger,accepted,Sebastes maliger,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274815,72084,California Current
Coryphaena hippurus,Coryphaena hippurus,accepted,Coryphaena hippurus,species,Teleostei,Carangiformes,Coryphaenidae,Coryphaena,TRUE,TRUE,FALSE,126846,34814,California Current
Apristurus kampae,Apristurus kampae,accepted,Apristurus kampae,species,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,TRUE,FALSE,FALSE,271342,263691,California Current
Galeorhinus galeus,Galeorhinus galeus,accepted,Galeorhinus galeus,species,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,TRUE,FALSE,FALSE,105820,86063,California Current
Paraliparis cephalus,Paraliparis cephalus,accepted,Paraliparis cephalus,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274562,1154600,California Current
Lycodapus dermatinus,Lycodapus dermatinus,accepted,Lycodapus dermatinus,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279387,NA,California Current
Vinciguerria lucetia,Vinciguerria lucetia,accepted,Vinciguerria lucetia,species,Teleostei,Stomiiformes,Phosichthyidae,Vinciguerria,TRUE,FALSE,FALSE,274961,875782,California Current
