accepted_name,verbatim_name,taxonomic_status,species,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,taxon_id,ncbi_id,region
Embiotoca jacksoni,Embiotoca jacksoni,accepted,Embiotoca jacksoni,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Embiotoca,TRUE,FALSE,FALSE,240746,100190,California Current
Paralabrax clathratus,Paralabrax clathratus,accepted,Paralabrax clathratus,species,Teleostei,Perciformes,Serranidae,Paralabrax,TRUE,FALSE,FALSE,282054,172714,California Current
Microstomus pacificus,Microstomus pacificus,accepted,Microstomus pacificus,species,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,TRUE,FALSE,FALSE,274294,89058,California Current
Sebastes melanops,Sebastes melanops,accepted,Sebastes melanops,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274817,72085,California Current
Hexagrammos decagrammus,Hexagrammos decagrammus,accepted,Hexagrammos decagrammus,species,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,TRUE,FALSE,FALSE,240732,274741,California Current
Phanerodon vacca,Phanerodon vacca,accepted,Phanerodon vacca,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Phanerodon,TRUE,FALSE,FALSE,1577347,2838341,California Current
Anoplopoma fimbria,Anoplopoma fimbria,accepted,Anoplopoma fimbria,species,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,TRUE,FALSE,FALSE,159463,229290,California Current
Sebastes carnatus,Sebastes carnatus,accepted,Sebastes carnatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274779,72062,California Current
Glyptocephalus zachirus,Glyptocephalus zachirus,accepted,Glyptocephalus zachirus,species,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,TRUE,FALSE,FALSE,274287,195612,California Current
Chromis punctipinnis,Chromis punctipinnis,accepted,Chromis punctipinnis,species,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,TRUE,FALSE,FALSE,273751,231457,California Current
Sebastes chrysomelas,Sebastes chrysomelas,accepted,Sebastes chrysomelas,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,240737,394688,California Current
Sebastolobus alascanus,Sebastolobus alascanus,accepted,Sebastolobus alascanus,species,Teleostei,Perciformes,Sebastidae,Sebastolobus,TRUE,FALSE,FALSE,282740,72110,California Current
Sebastes alutus,Sebastes alutus,accepted,Sebastes alutus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,254573,72055,California Current
Sebastes diploproa,Sebastes diploproa,accepted,Sebastes diploproa,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274787,72069,California Current
Atheresthes stomias,Atheresthes stomias,accepted,Atheresthes stomias,species,Teleostei,Pleuronectiformes,Pleuronectidae,Atheresthes,TRUE,FALSE,FALSE,279792,428034,California Current
Merluccius productus,Merluccius productus,accepted,Merluccius productus,species,Teleostei,Gadiformes,Merlucciidae,Merluccius,TRUE,TRUE,FALSE,272458,89952,California Current
Hypsurus caryi,Hypsurus caryi,accepted,Hypsurus caryi,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Hypsurus,TRUE,FALSE,FALSE,240717,100194,California Current
Sebastes zacentrus,Sebastes zacentrus,accepted,Sebastes zacentrus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274869,72108,California Current
Sebastes elongatus,Sebastes elongatus,accepted,Sebastes elongatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274788,72070,California Current
Hypsypops rubicundus,Hypsypops rubicundus,accepted,Hypsypops rubicundus,species,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Hypsypops,TRUE,FALSE,FALSE,281130,161905,California Current
Halichoeres semicinctus,Halichoeres semicinctus,accepted,Halichoeres semicinctus,species,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,TRUE,FALSE,FALSE,275798,239038,California Current
Rhinogobiops nicholsii,Rhinogobiops nicholsii,accepted,Rhinogobiops nicholsii,species,Teleostei,Gobiiformes,Gobiidae,Rhinogobiops,TRUE,FALSE,FALSE,282580,151723,California Current
Lyopsetta exilis,Lyopsetta exilis,accepted,Lyopsetta exilis,species,Teleostei,Pleuronectiformes,Pleuronectidae,Lyopsetta,TRUE,FALSE,FALSE,281452,195626,California Current
Ophiodon elongatus,Ophiodon elongatus,accepted,Ophiodon elongatus,species,Teleostei,Perciformes,Hexagrammidae,Ophiodon,TRUE,FALSE,FALSE,240745,225387,California Current
Sebastes jordani,Sebastes jordani,accepted,Sebastes jordani,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274806,72081,California Current
Sebastes paucispinis,Sebastes paucispinis,accepted,Sebastes paucispinis,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274833,72093,California Current
Sebastes flavidus,Sebastes flavidus,accepted,Sebastes flavidus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274795,72076,California Current
Sebastes helvomaculatus,Sebastes helvomaculatus,accepted,Sebastes helvomaculatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274799,72079,California Current
Sebastes babcocki,Sebastes babcocki,accepted,Sebastes babcocki,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274775,72059,California Current
Sebastes pinniger,Sebastes pinniger,accepted,Sebastes pinniger,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274836,72094,California Current
Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,accepted,Scorpaenichthys marmoratus,species,Teleostei,Perciformes,Jordaniidae,Scorpaenichthys,TRUE,FALSE,FALSE,282726,NA,California Current
Sebastes miniatus,Sebastes miniatus,accepted,Sebastes miniatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274820,72087,California Current
Sebastes caurinus,Sebastes caurinus,accepted,Sebastes caurinus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274780,72063,California Current
Squalus suckleyi,Squalus suckleyi,accepted,Squalus suckleyi,species,Elasmobranchii,Squaliformes,Squalidae,Squalus,TRUE,TRUE,FALSE,299224,7798,California Current
Girella nigricans,Girella nigricans,accepted,Girella nigricans,species,Teleostei,Centrarchiformes,Kyphosidae,Girella,TRUE,FALSE,FALSE,280865,214657,California Current
Sebastes proriger,Sebastes proriger,accepted,Sebastes proriger,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274838,394703,California Current
Citharichthys sordidus,Citharichthys sordidus,accepted,Citharichthys sordidus,species,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275694,319774,California Current
Sebastes crameri,Sebastes crameri,accepted,Sebastes crameri,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274785,72067,California Current
Carcharodon carcharias,Carcharodon carcharias,accepted,Carcharodon carcharias,species,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,TRUE,TRUE,FALSE,105838,13397,California Current
Sebastes brevispinis,Sebastes brevispinis,accepted,Sebastes brevispinis,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274778,72060,California Current
Tarletonbeania crenularis,Tarletonbeania crenularis,accepted,Tarletonbeania crenularis,species,Teleostei,Myctophiformes,Myctophidae,Tarletonbeania,TRUE,FALSE,FALSE,282927,91660,California Current
Aulorhynchus flavidus,Aulorhynchus flavidus,accepted,Aulorhynchus flavidus,species,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,TRUE,FALSE,FALSE,279839,240152,California Current
Citharichthys stigmaeus,Citharichthys stigmaeus,accepted,Citharichthys stigmaeus,species,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275696,319775,California Current
Sebastes wilsoni,Sebastes wilsoni,accepted,Sebastes wilsoni,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274868,72107,California Current
Cololabis saira,Cololabis saira,accepted,Cololabis saira,species,Teleostei,Beloniformes,Scomberesocidae,Cololabis,TRUE,FALSE,FALSE,280366,129043,California Current
Leuroglossus stilbius,Leuroglossus stilbius,accepted,Leuroglossus stilbius,species,Teleostei,Argentiniformes,Bathylagidae,Leuroglossus,TRUE,FALSE,FALSE,313514,301819,California Current
Sebastes saxicola,Sebastes saxicola,accepted,Sebastes saxicola,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274848,72101,California Current
Rhacochilus toxotes,Rhacochilus toxotes,accepted,Rhacochilus toxotes,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Rhacochilus,TRUE,FALSE,FALSE,282575,100202,California Current
Paralabrax nebulifer,Paralabrax nebulifer,accepted,Paralabrax nebulifer,species,Teleostei,Perciformes,Serranidae,Paralabrax,TRUE,FALSE,FALSE,282059,30873,California Current
Hydrolagus colliei,Hydrolagus colliei,accepted,Hydrolagus colliei,species,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,TRUE,FALSE,FALSE,271406,7873,California Current
Sebastolobus altivelis,Sebastolobus altivelis,accepted,Sebastolobus altivelis,species,Teleostei,Perciformes,Sebastidae,Sebastolobus,TRUE,FALSE,FALSE,282741,8110,California Current
Gadus macrocephalus,Gadus macrocephalus,accepted,Gadus macrocephalus,species,Teleostei,Gadiformes,Gadidae,Gadus,TRUE,TRUE,FALSE,254538,80720,California Current
Heterostichus rostratus,Heterostichus rostratus,accepted,Heterostichus rostratus,species,Teleostei,Blenniiformes,Clinidae,Heterostichus,TRUE,FALSE,FALSE,281075,57809,California Current
Engraulis mordax,Engraulis mordax,accepted,Engraulis mordax,species,Teleostei,Clupeiformes,Engraulidae,Engraulis,TRUE,FALSE,FALSE,272286,239368,California Current
Diaphus theta,Diaphus theta,accepted,Diaphus theta,species,Teleostei,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,272694,91653,California Current
Beringraja rhina,Beringraja rhina,accepted,Beringraja rhina,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1461133,2838338,California Current
Stenobrachius leucopsarus,Stenobrachius leucopsarus,accepted,Stenobrachius leucopsarus,species,Teleostei,Myctophiformes,Myctophidae,Stenobrachius,TRUE,FALSE,FALSE,254363,91658,California Current
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,accepted,Oncorhynchus gorbuscha,species,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,127182,8017,California Current
Phanerodon furcatus,Phanerodon furcatus,accepted,Phanerodon furcatus,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Phanerodon,TRUE,FALSE,FALSE,240730,100200,California Current
Trachipterus altivelis,Trachipterus altivelis,accepted,Trachipterus altivelis,species,Teleostei,Lampriformes,Trachipteridae,Trachipterus,TRUE,FALSE,FALSE,272531,320416,California Current
Medialuna californiensis,Medialuna californiensis,accepted,Medialuna californiensis,species,Teleostei,Centrarchiformes,Scorpididae,Medialuna,TRUE,FALSE,FALSE,281541,314243,California Current
Sebastes entomelas,Sebastes entomelas,accepted,Sebastes entomelas,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274791,72073,California Current
Porichthys notatus,Porichthys notatus,accepted,Porichthys notatus,species,Teleostei,Batrachoidiformes,Batrachoididae,Porichthys,TRUE,FALSE,FALSE,275658,45384,California Current
Parophrys vetulus,Parophrys vetulus,accepted,Parophrys vetulus,species,Teleostei,Pleuronectiformes,Pleuronectidae,Parophrys,TRUE,FALSE,FALSE,254393,172659,California Current
Lethops connectens,Lethops connectens,accepted,Lethops connectens,species,Teleostei,Gobiiformes,Gobiidae,Lethops,TRUE,FALSE,FALSE,240723,314005,California Current
Sebastes melanostomus,Sebastes melanostomus,accepted,Sebastes melanostomus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274819,72086,California Current
Sebastes auriculatus,Sebastes auriculatus,accepted,Sebastes auriculatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274773,72057,California Current
Sebastes goodei,Sebastes goodei,accepted,Sebastes goodei,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,TRUE,FALSE,274798,72078,California Current
Sebastes ruberrimus,Sebastes ruberrimus,accepted,Sebastes ruberrimus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274844,72098,California Current
Icichthys lockingtoni,Icichthys lockingtoni,accepted,Icichthys lockingtoni,species,Teleostei,Scombriformes,Centrolophidae,Icichthys,TRUE,FALSE,FALSE,279354,302051,California Current
Microstomus bathybius,Microstomus bathybius,accepted,Microstomus bathybius,species,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,TRUE,FALSE,FALSE,305684,320376,California Current
Sebastes hopkinsi,Sebastes hopkinsi,accepted,Sebastes hopkinsi,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274800,72080,California Current
Sebastes serriceps,Sebastes serriceps,accepted,Sebastes serriceps,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274853,201707,California Current
Lycenchelys crotalinus,Lycenchelys crotalinus,accepted,Lycenchelys crotalinus,species,Teleostei,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,254592,320591,California Current
Squalus acanthias,Squalus acanthias,accepted,Squalus acanthias,species,Elasmobranchii,Squaliformes,Squalidae,Squalus,TRUE,TRUE,FALSE,105923,7797,California Current
Chauliodus macouni,Chauliodus macouni,accepted,Chauliodus macouni,species,Teleostei,Stomiiformes,Stomiidae,Chauliodus,TRUE,FALSE,FALSE,275055,302055,California Current
Oncorhynchus keta,Oncorhynchus keta,accepted,Oncorhynchus keta,species,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,127183,8018,California Current
Sebastes aurora,Sebastes aurora,accepted,Sebastes aurora,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274774,72058,California Current
Sardinops sagax,Sardinops sagax,accepted,Sardinops sagax,species,Teleostei,Clupeiformes,Alosidae,Sardinops,TRUE,FALSE,FALSE,217452,28381,California Current
Eopsetta jordani,Eopsetta jordani,accepted,Eopsetta jordani,species,Teleostei,Pleuronectiformes,Pleuronectidae,Eopsetta,TRUE,FALSE,FALSE,280690,195609,California Current
Mola mola,Mola mola,accepted,Mola mola,species,Teleostei,Tetraodontiformes,Molidae,Mola,TRUE,FALSE,FALSE,127405,94237,California Current
Sebastes nebulosus,Sebastes nebulosus,accepted,Sebastes nebulosus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274824,394698,California Current
Trachurus symmetricus,Trachurus symmetricus,accepted,Trachurus symmetricus,species,Teleostei,Carangiformes,Carangidae,Trachurus,TRUE,FALSE,FALSE,273305,271940,California Current
Lycodes cortezianus,Lycodes cortezianus,accepted,Lycodes cortezianus,species,Teleostei,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,274097,57818,California Current
Sebastes reedi,Sebastes reedi,accepted,Sebastes reedi,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274840,394704,California Current
Hippoglossus stenolepis,Hippoglossus stenolepis,accepted,Hippoglossus stenolepis,species,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,TRUE,FALSE,FALSE,274290,195615,California Current
Lipolagus ochotensis,Lipolagus ochotensis,accepted,Lipolagus ochotensis,species,Teleostei,Argentiniformes,Bathylagidae,Lipolagus,TRUE,FALSE,FALSE,281374,170193,California Current
Sebastes semicinctus,Sebastes semicinctus,accepted,Sebastes semicinctus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274851,320568,California Current
Tactostoma macropus,Tactostoma macropus,accepted,Tactostoma macropus,species,Teleostei,Stomiiformes,Stomiidae,Tactostoma,TRUE,FALSE,FALSE,282922,319451,California Current
Sebastes rastrelliger,Sebastes rastrelliger,accepted,Sebastes rastrelliger,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274839,72095,California Current
Cebidichthys violaceus,Cebidichthys violaceus,accepted,Cebidichthys violaceus,species,Teleostei,Perciformes,Cebidichthyidae,Cebidichthys,TRUE,FALSE,FALSE,280053,271503,California Current
Caulolatilus princeps,Caulolatilus princeps,accepted,Caulolatilus princeps,species,Teleostei,Eupercaria incertae sedis,Malacanthidae,Caulolatilus,TRUE,FALSE,FALSE,276217,319437,California Current
Antimora microlepis,Antimora microlepis,accepted,Antimora microlepis,species,Teleostei,Gadiformes,Moridae,Antimora,TRUE,FALSE,FALSE,272460,497157,California Current
Lycodes diapterus,Lycodes diapterus,accepted,Lycodes diapterus,species,Teleostei,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,254597,215426,California Current
Sebastes dallii,Sebastes dallii,accepted,Sebastes dallii,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274786,394690,California Current
Apristurus brunneus,Apristurus brunneus,accepted,Apristurus brunneus,species,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,TRUE,FALSE,FALSE,158512,428037,California Current
Lampanyctus ritteri,Lampanyctus ritteri,accepted,Lampanyctus ritteri,species,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,301548,319541,California Current
Bathyraja interrupta,Bathyraja interrupta,accepted,Bathyraja interrupta,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271515,341244,California Current
Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,accepted,Oncorhynchus tshawytscha,species,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,158075,74940,California Current
Icelinus filamentosus,Icelinus filamentosus,accepted,Icelinus filamentosus,species,Teleostei,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281136,274762,California Current
Protomyctophum crockeri,Protomyctophum crockeri,accepted,Protomyctophum crockeri,species,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,TRUE,FALSE,FALSE,272731,91656,California Current
Cymatogaster aggregata,Cymatogaster aggregata,accepted,Cymatogaster aggregata,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,TRUE,TRUE,FALSE,280461,50794,California Current
Sebastes rufus,Sebastes rufus,accepted,Sebastes rufus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274847,72100,California Current
Sebastes borealis,Sebastes borealis,accepted,Sebastes borealis,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274777,394687,California Current
Argentina sialis,Argentina sialis,accepted,Argentina sialis,species,Teleostei,Argentiniformes,Argentinidae,Argentina,TRUE,TRUE,FALSE,272897,260512,California Current
Symbolophorus californiensis,Symbolophorus californiensis,accepted,Symbolophorus californiensis,species,Teleostei,Myctophiformes,Myctophidae,Symbolophorus,TRUE,FALSE,FALSE,272733,123339,California Current
Clupea pallasii,Clupea pallasii,accepted,Clupea pallasii,species,Teleostei,Clupeiformes,Clupeidae,Clupea,TRUE,TRUE,TRUE,151159,30724,California Current
Anisotremus davidsonii,Anisotremus davidsonii,accepted,Anisotremus davidsonii,species,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,TRUE,FALSE,FALSE,279617,314002,California Current
Peprilus simillimus,Peprilus simillimus,accepted,Peprilus simillimus,species,Teleostei,Scombriformes,Stromateidae,Peprilus,TRUE,FALSE,FALSE,276563,320412,California Current
Ammodytes hexapterus,Ammodytes hexapterus,accepted,Ammodytes hexapterus,species,Teleostei,Perciformes,Ammodytidae,Ammodytes,TRUE,TRUE,FALSE,254510,476914,California Current
Psettichthys melanostictus,Psettichthys melanostictus,accepted,Psettichthys melanostictus,species,Teleostei,Pleuronectiformes,Pleuronectidae,Psettichthys,TRUE,FALSE,FALSE,282396,195639,California Current
Hexagrammos lagocephalus,Hexagrammos lagocephalus,accepted,Hexagrammos lagocephalus,species,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,TRUE,FALSE,FALSE,240735,192377,California Current
Icosteus aenigmaticus,Icosteus aenigmaticus,accepted,Icosteus aenigmaticus,species,Teleostei,Scombriformes,Icosteidae,Icosteus,TRUE,FALSE,FALSE,281153,215386,California Current
Cephaloscyllium ventriosum,Cephaloscyllium ventriosum,accepted,Cephaloscyllium ventriosum,species,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,TRUE,FALSE,FALSE,277105,740693,California Current
Bathylagus pacificus,Bathylagus pacificus,accepted,Bathylagus pacificus,species,Teleostei,Argentiniformes,Bathylagidae,Bathylagus,TRUE,FALSE,FALSE,272919,557336,California Current
Chilara taylori,Chilara taylori,accepted,Chilara taylori,species,Teleostei,Ophidiiformes,Ophidiidae,Chilara,TRUE,TRUE,FALSE,280146,274688,California Current
Bathyagonus pentacanthus,Bathyagonus pentacanthus,accepted,Bathyagonus pentacanthus,species,Teleostei,Perciformes,Agonidae,Bathyagonus,TRUE,FALSE,FALSE,254506,433407,California Current
Gasterosteus aculeatus,Gasterosteus aculeatus,accepted,Gasterosteus aculeatus,species,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,TRUE,TRUE,TRUE,126505,69293,California Current
Lycodapus mandibularis,Lycodapus mandibularis,accepted,Lycodapus mandibularis,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279391,557350,California Current
Oncorhynchus kisutch,Oncorhynchus kisutch,accepted,Oncorhynchus kisutch,species,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,127184,8019,California Current
Eucyclogobius newberryi,Eucyclogobius newberryi,accepted,Eucyclogobius newberryi,species,Teleostei,Gobiiformes,Gobiidae,Eucyclogobius,TRUE,TRUE,FALSE,280737,166745,California Current
Oligocottus snyderi,Oligocottus snyderi,accepted,Oligocottus snyderi,species,Teleostei,Perciformes,Cottidae,Oligocottus,TRUE,FALSE,FALSE,281875,459052,California Current
Melanostigma pammelas,Melanostigma pammelas,accepted,Melanostigma pammelas,species,Teleostei,Perciformes,Zoarcidae,Melanostigma,TRUE,FALSE,FALSE,274134,557412,California Current
Prionace glauca,Prionace glauca,accepted,Prionace glauca,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,TRUE,TRUE,FALSE,105801,7815,California Current
Tetronarce californica,Tetronarce californica,accepted,Tetronarce californica,species,Elasmobranchii,Torpediniformes,Torpedinidae,Tetronarce,TRUE,FALSE,FALSE,845703,7787,California Current
Apodichthys fucorum,Apodichthys fucorum,accepted,Apodichthys fucorum,species,Teleostei,Perciformes,Pholidae,Apodichthys,TRUE,FALSE,FALSE,279665,57780,California Current
Coryphaenoides acrolepis,Coryphaenoides acrolepis,accepted,Coryphaenoides acrolepis,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272313,83390,California Current
Gibbonsia montereyensis,Gibbonsia montereyensis,accepted,Gibbonsia montereyensis,species,Teleostei,Blenniiformes,Clinidae,Gibbonsia,TRUE,FALSE,FALSE,280836,57803,California Current
Anarrhichthys ocellatus,Anarrhichthys ocellatus,accepted,Anarrhichthys ocellatus,species,Teleostei,Perciformes,Anarhichadidae,Anarrhichthys,TRUE,FALSE,FALSE,279605,433405,California Current
Cyclothone acclinidens,Cyclothone acclinidens,accepted,Cyclothone acclinidens,species,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,127282,48441,California Current
Cyclothone signata,Cyclothone signata,accepted,Cyclothone signata,species,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,154831,48453,California Current
Stomias atriventer,Stomias atriventer,accepted,Stomias atriventer,species,Teleostei,Stomiiformes,Stomiidae,Stomias,TRUE,FALSE,FALSE,275178,320411,California Current
Xiphister atropurpureus,Xiphister atropurpureus,accepted,Xiphister atropurpureus,species,Teleostei,Perciformes,Stichaeidae,Xiphister,TRUE,FALSE,FALSE,283194,283024,California Current
Xeneretmus leiops,Xeneretmus leiops,accepted,Xeneretmus leiops,species,Teleostei,Perciformes,Agonidae,Xeneretmus,TRUE,FALSE,FALSE,283172,299564,California Current
Lestidiops ringens,Lestidiops ringens,accepted,Lestidiops ringens,species,Teleostei,Aulopiformes,Paralepididae,Lestidiops,TRUE,FALSE,FALSE,272096,319759,California Current
Sebastes levis,Sebastes levis,accepted,Sebastes levis,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274812,72083,California Current
Idiacanthus antrostomus,Idiacanthus antrostomus,accepted,Idiacanthus antrostomus,species,Teleostei,Stomiiformes,Stomiidae,Idiacanthus,TRUE,FALSE,FALSE,275151,314241,California Current
Clinocottus analis,Clinocottus analis,accepted,Clinocottus analis,species,Teleostei,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280219,304258,California Current
Sebastes rosaceus,Sebastes rosaceus,accepted,Sebastes rosaceus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274841,72096,California Current
Triphoturus mexicanus,Triphoturus mexicanus,accepted,Triphoturus mexicanus,species,Teleostei,Myctophiformes,Myctophidae,Triphoturus,TRUE,FALSE,FALSE,278566,242287,California Current
Myliobatis californica,Myliobatis californica,accepted,Myliobatis californica,species,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,TRUE,FALSE,FALSE,271485,319543,California Current
Pseudobathylagus milleri,Pseudobathylagus milleri,accepted,Pseudobathylagus milleri,species,Teleostei,Argentiniformes,Bathylagidae,Pseudobathylagus,TRUE,FALSE,FALSE,282406,301820,California Current
Bathylagoides wesethi,Bathylagoides wesethi,accepted,Bathylagoides wesethi,species,Teleostei,Argentiniformes,Bathylagidae,Bathylagoides,TRUE,FALSE,FALSE,712444,875769,California Current
Protomyctophum thompsoni,Protomyctophum thompsoni,accepted,Protomyctophum thompsoni,species,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,TRUE,FALSE,FALSE,272732,123331,California Current
Thaleichthys pacificus,Thaleichthys pacificus,accepted,Thaleichthys pacificus,species,Teleostei,Osmeriformes,Osmeridae,Thaleichthys,TRUE,TRUE,TRUE,282959,240832,California Current
Lumpenus sagitta,Lumpenus sagitta,accepted,Lumpenus sagitta,species,Teleostei,Perciformes,Lumpenidae,Lumpenus,TRUE,FALSE,FALSE,254579,428036,California Current
Gibbonsia metzi,Gibbonsia metzi,accepted,Gibbonsia metzi,species,Teleostei,Blenniiformes,Clinidae,Gibbonsia,TRUE,FALSE,FALSE,280835,57802,California Current
Sebastes serranoides,Sebastes serranoides,accepted,Sebastes serranoides,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274852,72102,California Current
Leiocottus hirundo,Leiocottus hirundo,accepted,Leiocottus hirundo,species,Teleostei,Perciformes,Cottidae,Leiocottus,TRUE,FALSE,FALSE,281282,459049,California Current
Artedius lateralis,Artedius lateralis,accepted,Artedius lateralis,species,Teleostei,Perciformes,Cottidae,Artedius,TRUE,FALSE,FALSE,279702,322683,California Current
Cataetyx rubrirostris,Cataetyx rubrirostris,accepted,Cataetyx rubrirostris,species,Teleostei,Ophidiiformes,Bythitidae,Cataetyx,TRUE,FALSE,FALSE,272767,181404,California Current
