site_code,grpvar,term,grp,condval,condsd,region_name,model
5,site_code,(Intercept),NC_E,0.448,0.778,CA_NC,95th percentile SST
6,site_code,(Intercept),NC_NC,0.671,0.673,CA_NC,95th percentile SST
7,site_code,(Intercept),NC_WP,-0.148,0.55,CA_NC,95th percentile SST
1,site_code,(Intercept),NC_PM,0.409,0.639,CA_SF,95th percentile SST
2,site_code,(Intercept),NC_PS,-0.074,0.639,CA_SF,95th percentile SST
3,site_code,(Intercept),NC_RB,-0.335,0.72,CA_SF,95th percentile SST
1,site_code,(Intercept),MB_CB,-0.276,0.106,CA_MB,95th percentile SST
2,site_code,(Intercept),MB_TP,0.276,0.121,CA_MB,95th percentile SST
1,site_code,(Intercept),LA_AB,-0.547,0.42,CA_LA,95th percentile SST
2,site_code,(Intercept),LA_JD,0.42,0.386,CA_LA,95th percentile SST
3,site_code,(Intercept),LA_LN,-0.308,0.386,CA_LA,95th percentile SST
4,site_code,(Intercept),LA_MS,0.704,0.42,CA_LA,95th percentile SST
5,site_code,(Intercept),LA_SP,-0.255,0.465,CA_LA,95th percentile SST
6,site_code,(Intercept),LA_UN,-0.014,0.386,CA_LA,95th percentile SST
1,site_code,(Intercept),SD_CI,-0.201,0.695,CA_SD,95th percentile SST
2,site_code,(Intercept),SD_CV,0.086,0.621,CA_SD,95th percentile SST
3,site_code,(Intercept),SD_FI,0.087,0.655,CA_SD,95th percentile SST
4,site_code,(Intercept),SD_KF,0.287,0.695,CA_SD,95th percentile SST
5,site_code,(Intercept),SD_SDL,0.511,0.695,CA_SD,95th percentile SST
6,site_code,(Intercept),SD_SI,-0.77,0.621,CA_SD,95th percentile SST
