"","sample_id","filtertrim_f","filtertrim_r","dereplicated_f","dereplicated_r","denoised_f","denoised_r","merged","nosingletons","nochimeras","percent_retained_aftermerge","percent_notsingleton","percent_notchimera"
"76","filtered20250430_PECOe-536_S89_R1_001",16,16,16,16,16,16,16,16,16,100,100,100
"77","filtered20250430_PECOe-537_S90_R1_001",532559,532559,532559,532559,532219,531733,520981,517085,451899,97.8884632078148,99.2521800219202,87.3935619869074
"78","filtered20250430_PECOe-538_S91_R1_001",203,203,203,203,134,117,115,115,115,85.8208955223881,100,100
"79","filtered20250430_PECOe-539_S92_R1_001",139,139,139,139,138,138,138,138,138,100,100,100
"80","filtered20250430_PECOe-540_S93_R1_001",15,15,15,15,14,14,14,14,14,100,100,100
"81","filtered20250430_PECOe-541_S94_R1_001",3,3,3,3,2,2,0,0,0,0,NA,NA
"82","filtered20250430_PECOe-543_S1_R1_001",294204,294204,294204,294204,294074,293680,288714,287215,277121,98.1773295157001,99.4808010695706,96.4855595982104
"83","filtered20250430_PECOe-545_S98_R1_001",4,4,4,4,3,3,3,3,3,100,100,100
"84","filtered20250430_PECOe-546_S99_R1_001",86,86,86,86,86,86,86,86,86,100,100,100
"85","filtered20250430_PECOe-547_S100_R1_001",371491,371491,371491,371491,371239,370812,364695,362656,306610,98.2372541678003,99.4409026720959,84.5456851672108
"86","filtered20250430_PECOe-548_S101_R1_001",443915,443915,443915,443915,443672,443022,434070,432291,415922,97.8357886005878,99.5901582694035,96.2134303050491
"87","filtered20250430_PECOe-549_S102_R1_001",410153,410153,410153,410153,409906,409247,401715,399307,369877,98.0017369836011,99.4005700558854,92.629731008973
"88","filtered20250430_PECOe-550_S103_R1_001",353624,353624,353624,353624,353499,353090,348412,348297,339375,98.5609577396258,99.9669931001228,97.4383930955478
"89","filtered20250430_PECOe-552_S105_R1_001",467070,467070,467070,467070,467005,466581,451964,451532,450643,96.7792636053147,99.904417165969,99.8031147294101
"90","filtered20250430_PECOe-553_S106_R1_001",340075,340075,340075,340075,339938,339483,334942,334158,323436,98.5303202348664,99.7659296236363,96.7913382292209
"91","filtered20250430_PECOe-554_S107_R1_001",343441,343441,343441,343441,343344,342912,334745,334520,324864,97.4955147024558,99.9327846569777,97.1134760253498
"92","filtered20250430_PECOe-555_S108_R1_001",273054,273054,273054,273054,273011,272817,268565,268481,266852,98.3714941888788,99.9687226555955,99.3932531538545
"93","filtered20250430_PECOe-556_S109_R1_001",2,2,2,2,2,2,0,0,0,0,NA,NA
"94","filtered20250430_PECOe-557_S110_R1_001",486699,486699,486699,486699,486532,485910,479116,478493,471339,98.4757426027476,99.8699688593159,98.5048893087255
"95","filtered20250430_PECOe-558_S111_R1_001",407664,407664,407664,407664,407378,406725,399153,394749,381479,97.980990627869,98.8966636853537,96.6383702048644
"96","filtered20250430_PECOe-559_S112_R1_001",304499,304499,304499,304499,304343,303874,299690,299687,299553,98.4711328993931,99.9989989655978,99.9552866824387
"97","filtered20250430_PECOe-560_S113_R1_001",414453,414453,414453,414453,414279,413747,408305,406787,405371,98.5579766292764,99.6282191009172,99.6519062801909
"98","filtered20250430_PECOe-561_S114_R1_001",1,1,1,1,1,1,1,1,1,100,100,100
"99","filtered20250430_PECOe-562_S115_R1_001",502408,502408,502408,502408,502177,501244,493162,490197,440778,98.204816230134,99.3987776836009,89.9185429531393
"100","filtered20250430_PECOe-563_S116_R1_001",491706,491706,491706,491706,491507,490848,484221,483971,456694,98.5176202983884,99.948370681982,94.3639184992489
"101","filtered20250430_PECOe-564_S117_R1_001",534364,534364,534364,534364,534263,533722,528397,528218,522497,98.9020388834712,99.9661239560406,98.9169244516469
"102","filtered20250430_PECOe-565_S118_R1_001",464304,464304,464304,464304,464227,463889,447876,447828,447828,96.4778007311078,99.9892827479034,100
"103","filtered20250430_PECOe-566_S119_R1_001",1,1,1,1,1,1,1,1,1,100,100,100
"104","filtered20250430_PECOe-567_S120_R1_001",461616,461616,461616,461616,461471,460710,452764,451733,435722,98.1132075471698,99.7722875493635,96.4556496868726
"105","filtered20250430_PECOe-568_S121_R1_001",405166,405166,405166,405166,405045,404726,398089,398079,396019,98.2826599513634,99.9974879989148,99.4825147772176
"106","filtered20250430_PECOe-569_S122_R1_001",322287,322287,322287,322287,322193,321770,316099,315523,311183,98.108587089105,99.817778607335,98.6245059789619
"107","filtered20250430_PECOe-570_S123_R1_001",476776,476776,476776,476776,476653,476046,463906,463608,461093,97.325727520859,99.9357628485081,99.4575158323411
"108","filtered20250430_PECOe-572_S125_R1_001",123,123,123,123,109,109,109,109,109,100,100,100
"109","filtered20250430_PECOe-573_S126_R1_001",337966,337966,337966,337966,337893,337537,332892,332551,331085,98.5199456632721,99.8975643752328,99.5591653611025
"110","filtered20250430_PECOe-574_S127_R1_001",334684,334684,334684,334684,334563,334058,323819,323531,322070,96.7886466823887,99.9110614262906,99.5484203986635
"111","filtered20250430_PECOe-575_S128_R1_001",321,321,321,321,306,300,300,300,300,98.0392156862745,100,100
"112","filtered20250430_PECOe-582_S130_R1_001",392955,392955,392955,392955,392692,392098,385665,380267,351411,98.2105568740896,98.6003396730323,92.4116476054982
"113","filtered20250430_PECOe-583_S131_R1_001",446097,446097,446097,446097,445950,445418,440379,437121,415369,98.7507568113017,99.2601827062598,95.0238034777556
"114","filtered20250430_PECOe-584_S132_R1_001",591478,591478,591478,591478,591285,590564,581259,579941,543461,98.3043709886096,99.773250822783,93.7097049527452
"115","filtered20250430_PECOe-585_S133_R1_001",447924,447924,447924,447924,447725,447098,440678,439795,410402,98.4260427717907,99.7996269384902,93.3166588978956
"116","filtered20250430_PECOe-586_S134_R1_001",65,65,65,65,65,65,65,65,49,100,100,75.3846153846154
"117","filtered20250430_PECOe-587_S135_R1_001",8,8,8,8,3,3,3,3,3,100,100,100
"118","filtered20250430_PECOe-588_S136_R1_001",412152,412152,412152,412152,411940,411250,400875,398036,347507,97.3139292129922,99.2917991892735,87.3054196102865
"119","filtered20250430_PECOe-589_S137_R1_001",441927,441927,441927,441927,441787,441363,430287,428931,208718,97.3969356273498,99.6848614994178,48.660040892358
"120","filtered20250430_PECOe-590_S138_R1_001",386539,386539,386539,386539,386219,385813,377710,376791,356494,97.7968458309923,99.7566916417357,94.6131940518749
"121","filtered20250430_PECOe-592_S140_R1_001",18,18,18,18,18,18,18,18,18,100,100,100
"122","filtered20250430_PECOe-593_S141_R1_001",50,50,50,50,44,41,41,41,41,93.1818181818182,100,100
"123","filtered20250430_PECOe-594_S142_R1_001",3,3,3,3,1,1,0,0,0,0,NA,NA
"124","filtered20250430_PECOe-595_S143_R1_001",43,43,43,43,40,40,40,40,40,100,100,100
"125","filtered20250430_PECOe-596_S144_R1_001",2,2,2,2,2,2,2,2,2,100,100,100
"126","filtered20250430_PECOe-597_S145_R1_001",609,609,609,609,608,607,607,607,607,99.8355263157895,100,100
"127","filtered20250430_PECOe-598_S146_R1_001",149,149,149,149,149,149,144,144,144,96.6442953020134,100,100
"128","filtered20250430_PECOe-599_S147_R1_001",515943,515943,515943,515943,515241,514786,505416,500839,429558,98.0931253529902,99.0944093578359,85.7676818298894
"129","filtered20250430_PECOe-602_S150_R1_001",343915,343915,343915,343915,343825,343433,337033,335925,239058,98.024576456046,99.6712488094638,71.1640991292699
"130","filtered20250430_PECOe-603_S151_R1_001",418820,418820,418820,418820,418653,418065,405884,405663,386493,96.9499800550814,99.9455509455904,95.2744026445596
"131","filtered20250430_PECOe-604_S152_R1_001",392861,392861,392861,392861,392735,392284,385700,385403,364354,98.2087158007308,99.9229971480425,94.5384441740204
"132","filtered20250430_PECOe-605_S153_R1_001",368247,368247,368247,368247,367990,367665,359304,357537,342915,97.6396097720047,99.5082158840425,95.9103533340605
"133","filtered20250430_PECOe-616_S154_R1_001",313801,313801,313801,313801,313632,313249,307452,307182,287969,98.0295378022651,99.9121814136841,93.7454017488004
"134","filtered20250430_PECOe-617_S155_R1_001",6177,6177,6177,6177,6174,6167,6113,6113,6113,99.0119857466796,100,100
"135","filtered20250430_PECOe-618_S156_R1_001",371049,371049,371049,371049,370370,369791,359855,348109,296309,97.1609471609472,96.735907518306,85.1196033426312
"136","filtered20250430_PECOe-619_S157_R1_001",330305,330305,330305,330305,330061,329668,322698,321506,313387,97.7692002387437,99.6306143824877,97.474697206273
"137","filtered20250430_PECOe-620_S158_R1_001",397753,397753,397753,397753,397313,396670,388766,382481,334805,97.8487993093606,98.3833462802817,87.5350671013723
"138","filtered20250430_PECOe-621_S159_R1_001",2,2,2,2,2,2,0,0,0,0,NA,NA
"139","filtered20250430_PECOe-622_S160_R1_001",296689,296689,296689,296689,296342,295638,289779,288836,185220,97.7853291129843,99.6745795934143,64.1263554404576
"140","filtered20250430_PECOe-623_S161_R1_001",1,1,1,1,1,1,0,0,0,0,NA,NA
"141","filtered20250430_PECOe-624_S162_R1_001",16,16,16,16,11,11,11,11,11,100,100,100
"142","filtered20250430_PECOe-625_S163_R1_001",542434,542434,542434,542434,541608,540564,527016,520694,406822,97.3058005051624,98.8004159266512,78.1307255316942
"143","filtered20250430_PECOe-631_S164_R1_001",148273,148273,148273,148273,148250,148130,142767,142767,142761,96.3015177065767,100,99.9957973481267
"144","filtered20250430_PECOe-633_S166_R1_001",506175,506175,506175,506175,505771,504979,494119,489460,454884,97.6961905684588,99.0571097245805,92.935888530217
"145","filtered20250430_PECOe-634_S167_R1_001",363,363,363,363,318,306,302,302,302,94.9685534591195,100,100
"146","filtered20250430_PECOe-635_S168_R1_001",348990,348990,348990,348990,348169,347420,341248,325223,303283,98.0121722496833,95.3040017816954,93.2538596593722
"147","filtered20250430_PECOe-636_S169_R1_001",84033,84033,84033,84033,84023,83943,82804,82748,82748,98.5492067648144,99.9323704168881,100
"148","filtered20250430_PECOe-637_S170_R1_001",1,1,1,1,1,1,1,1,1,100,100,100
"149","filtered20250430_PECOe-640_S173_R1_001",89,89,89,89,89,89,89,89,89,100,100,100
"150","filtered20250430_PECOe-642_S175_R1_001",283178,283178,283178,283178,283095,282557,277312,276124,270878,97.9572228403893,99.5716016616663,98.1001289275833
"151","filtered20250430_PECOe-643_S176_R1_001",291827,291827,291827,291827,291738,291485,287907,287149,283306,98.6868354482447,99.7367205382294,98.661670421976
"152","filtered20250430_PECOe-645_S178_R1_001",5,5,5,5,2,2,2,2,2,100,100,100
"153","filtered20250430_PECOe-646_S179_R1_001",484175,484175,484175,484175,484086,483800,474701,474499,474489,98.0612948938825,99.9574468981527,99.997892513999
"154","filtered20250430_PECOe-647_S180_R1_001",3,3,3,3,3,3,3,3,3,100,100,100
"155","filtered20250430_PECOe-648_S181_R1_001",102,102,102,102,83,81,81,81,81,97.5903614457831,100,100
"156","filtered20250430_PECOe-650_S183_R1_001",9460,9460,9460,9460,9460,9449,9218,9218,9218,97.4418604651163,100,100
"157","filtered20250430_PECOe-651_S184_R1_001",11,11,11,11,11,11,11,11,11,100,100,100
"158","filtered20250430_PECOe-653_S186_R1_001",178489,178489,178489,178489,178339,178005,174022,172879,164612,97.5793292549583,99.3431864936617,95.2180426772482
"159","filtered20250430_PECOe-654_S187_R1_001",385678,385678,385678,385678,385452,384795,378597,373065,362696,98.2215684443199,98.5388156799975,97.2205915859167
"160","filtered20250430_PECOe-662_S190_R1_001",84,84,84,84,68,70,67,67,67,98.5294117647059,100,100
"161","filtered20250430_PECOe-663_S191_R1_001",480653,480653,480653,480653,480564,480072,472894,472590,470519,98.4039586818821,99.9357149805242,99.5617765928183
"162","filtered20250430_PECOe-664_S2_R1_001",10861,10861,10861,10861,10803,10840,10719,10719,10719,99.2224382116079,100,100
"163","filtered20250430_PECOe-665_S193_R1_001",139,139,139,139,139,138,138,138,138,99.2805755395683,100,100
"164","filtered20250430_PECOe-681_S194_R1_001",35357,35357,35357,35357,35351,35313,34637,34637,34637,97.9802551554411,100,100
"165","filtered20250430_PECOe-682_S195_R1_001",403825,403825,403825,403825,403745,403391,397108,397072,394458,98.3561406333205,99.9909344561177,99.3416811056937
"166","filtered20250430_PECOe-683_S196_R1_001",491760,491760,491760,491760,491653,491234,484844,484844,484844,98.6150801479906,100,100
"167","filtered20250430_PECOe-684_S197_R1_001",474883,474883,474883,474883,474661,474094,467403,465270,451078,98.4709087116911,99.5436486286994,96.949728114858
"168","filtered20250430_PECOe-685_S198_R1_001",545232,545232,545232,545232,545084,544502,532223,530472,523483,97.6405471450272,99.6710025684722,98.6824940807432
"169","filtered20250430_PECOe-686_S199_R1_001",356249,356249,356249,356249,356202,355944,342369,342369,327249,96.1165293850119,100,95.5837123104019
"170","filtered20250430_PECOe-687_S200_R1_001",252065,252065,252065,252065,251990,251721,248259,248202,244800,98.5193856899083,99.9770401073073,98.6293422293132
"171","filtered20250430_PECOe-688_S201_R1_001",296152,296152,296152,296152,296055,295756,291965,291950,283376,98.6184999408894,99.9948623978902,97.0631957526974
"172","filtered20250430_PECOe-689_S202_R1_001",221996,221996,221996,221996,221967,221794,218945,218855,218855,98.6385363590083,99.9588937861107,100
"173","filtered20250430_PECOe-690_S203_R1_001",359420,359420,359420,359420,359171,358499,353359,347261,302847,98.3818292679532,98.2742763025705,87.2101963652699
"174","filtered20250430_PECOe-691_S204_R1_001",33,33,33,33,33,32,32,32,32,96.969696969697,100,100
"175","filtered20250430_PECOe-692_S205_R1_001",366918,366918,366918,366918,366437,366091,361215,355605,341090,98.5749255670142,98.4469083509821,95.9182238719928
"176","filtered20250430_PECOe-693_S206_R1_001",349917,349917,349917,349917,349740,349475,343385,342490,319346,98.1829358952365,99.7393596109323,93.2424304359251
"177","filtered20250430_PECOe-694_S207_R1_001",309668,309668,309668,309668,309483,309016,304604,301260,267998,98.4234998368246,98.9021811926304,88.9590387041094
"178","filtered20250430_PECOe-695_S208_R1_001",479826,479826,479826,479826,479665,479196,472875,472875,468452,98.5844287158746,100,99.0646576790907
"179","filtered20250430_PECOe-697_S210_R1_001",307119,307119,307119,307119,306937,306672,301294,299204,288782,98.1615119715121,99.3063253831805,96.5167577973557
"180","filtered20250430_PECOe-698_S211_R1_001",449970,449970,449970,449970,449689,449001,440300,438047,419705,97.9121125933701,99.4883034294799,95.8127780808909
"181","filtered20250430_PECOe-700_S213_R1_001",348033,348033,348033,348033,347881,347336,339873,338899,326726,97.6980634182379,99.7134223665899,96.408074382043
"182","filtered20250430_PECOe-702_S215_R1_001",424977,424977,424977,424977,424879,424602,420330,420158,413798,98.9293422362602,99.9590797706564,98.4862837313582
"183","filtered20250430_PECOe-703_S216_R1_001",384884,384884,384884,384884,384788,384332,380217,380217,370276,98.8120731415741,100,97.3854404195499
"184","filtered20250430_PECOe-704_S217_R1_001",333205,333205,333205,333205,333111,332802,328288,328073,326320,98.5521342735605,99.9345087240472,99.4656677020053
"185","filtered20250430_PECOe-705_S218_R1_001",380116,380116,380116,380116,380027,379588,375411,375380,366430,98.7853494620119,99.9917423836808,97.6157493739677
"186","filtered20250430_PECOe-706_S219_R1_001",349727,349727,349727,349727,349649,349307,343016,342746,342746,98.102954677405,99.921286470602,100
"187","filtered20250430_PECOe-707_S220_R1_001",432217,432217,432217,432217,432143,431698,424423,424423,424423,98.2135543095688,100,100
"188","filtered20250430_PECOe-709_S222_R1_001",11,11,11,11,11,11,11,11,11,100,100,100
"189","filtered20250430_PECOe-711_S224_R1_001",374762,374762,374762,374762,374605,374111,369487,369230,357682,98.6337608948092,99.9304441022282,96.8724101508545
"190","filtered20250430_PECOe-712_S225_R1_001",295054,295054,295054,295054,294880,294350,290662,290015,275783,98.569587628866,99.7774046831027,95.0926676206403
"191","filtered20250430_PECOe-713_S226_R1_001",31572,31572,31572,31572,31563,31531,31244,31229,31104,98.9893229414187,99.9519907822302,99.5997310192449
"192","filtered20250430_PECOe-714_S227_R1_001",366815,366815,366815,366815,366682,366316,359377,359347,338689,98.0078105824665,99.9916522203703,94.2512390530601
"193","filtered20250430_PECOe-715_S228_R1_001",302262,302262,302262,302262,302189,301877,298367,298359,293238,98.7352286152044,99.9973187383323,98.283611354107
"194","filtered20250430_PECOe-716_S229_R1_001",121421,121421,121421,121421,121399,121254,119760,119760,119238,98.6499065066434,100,99.564128256513
"195","filtered20250430_PECOe-717_S230_R1_001",75,75,75,75,74,74,74,74,74,100,100,100
"196","filtered20250430_PECOe-718_S231_R1_001",45,45,45,45,42,42,42,42,42,100,100,100
"197","filtered20250430_PECOe-722_S235_R1_001",318431,318431,318431,318431,318206,317820,311964,309428,285398,98.0383776547268,99.1870856893744,92.2340576806236
"198","filtered20250430_PECOe-723_S236_R1_001",370107,370107,370107,370107,370011,369670,365789,364946,361460,98.8589528419425,99.769539269907,99.0447901881374
"199","filtered20250430_PECOe-724_S237_R1_001",422723,422723,422723,422723,422615,422142,415184,414025,409371,98.2416620328195,99.7208466607576,98.8759132902603
"200","filtered20250430_PECOe-725_S238_R1_001",20,20,20,20,20,20,20,20,20,100,100,100
"201","filtered20250430_PECOe-726_S239_R1_001",371611,371611,371611,371611,371306,370580,365442,353580,326262,98.4207096033999,96.7540676769501,92.2738842694722
"202","filtered20250430_PECOe-727_S240_R1_001",395508,395508,395508,395508,395394,394901,388234,387279,378138,98.1891480396769,99.7540143315629,97.6396861177601
"203","filtered20250430_PECOe-728_S241_R1_001",422417,422417,422417,422417,422355,422065,408414,408412,408412,96.6992222182761,99.9995103008222,100
"204","filtered20250430_PECOe-729_S242_R1_001",411053,411053,411053,411053,410960,410575,403991,403328,396179,98.3042145220946,99.8358874331359,98.2274972231038
"205","filtered20250430_PECOe-731_S244_R1_001",6,6,6,6,6,6,6,6,6,100,100,100
"206","filtered20250430_PECOe-732_S245_R1_001",301313,301313,301313,301313,300245,299631,293980,292020,235544,97.9133707472231,99.3332879787741,80.6602287514554
"207","filtered20250430_PECOe-733_S246_R1_001",285113,285113,285113,285113,284356,283724,277904,274055,230839,97.7310132369283,98.6149893488399,84.2309025560563
