motu_lulu,motu_swarm,asv,curated,lulu_rank
motu22,motu22,ASV1688,parent,24
motu22,motu22,ASV1792,parent,24
motu22,motu22,ASV1858,parent,24
motu22,motu22,ASV1900,parent,24
motu22,motu22,ASV2153,parent,24
motu22,motu22,ASV2529,parent,24
motu22,motu22,ASV2672,parent,24
motu22,motu22,ASV2695,parent,24
motu22,motu22,ASV2809,parent,24
motu22,motu22,ASV2816,parent,24
motu22,motu22,ASV3162,parent,24
motu22,motu22,ASV3312,parent,24
motu22,motu22,ASV3329,parent,24
motu22,motu22,ASV3448,parent,24
motu22,motu22,ASV3390,parent,24
motu22,motu22,ASV4014,parent,24
motu22,motu22,ASV23,parent,24
motu23,motu23,ASV24,parent,19
motu23,motu23,ASV108,parent,19
motu23,motu23,ASV448,parent,19
motu23,motu23,ASV627,parent,19
motu23,motu23,ASV724,parent,19
motu23,motu23,ASV740,parent,19
motu23,motu23,ASV839,parent,19
motu23,motu23,ASV857,parent,19
motu23,motu23,ASV898,parent,19
motu23,motu23,ASV901,parent,19
motu23,motu23,ASV946,parent,19
motu23,motu23,ASV982,parent,19
motu23,motu23,ASV1023,parent,19
motu23,motu23,ASV1034,parent,19
motu23,motu23,ASV1070,parent,19
motu23,motu23,ASV1136,parent,19
motu23,motu23,ASV1163,parent,19
motu23,motu23,ASV1175,parent,19
motu23,motu23,ASV1224,parent,19
