n_in_cluster,motu_reads,seed_asv,seed_reads,n_1readamplicon,max_iterations_to_limit,cumulative_steps,motu,seed_asv_reads,swarm_reads
1,484871,ASV62,484871,0,0,0,motu49,ASV62_484871,ASV62_484871
1,483350,ASV63,483350,0,0,0,motu50,ASV63_483350,ASV63_483350
1,448486,ASV65,448486,0,0,0,motu51,ASV65_448486,ASV65_448486
2,615658,ASV66,446164,0,1,1,motu52,ASV66_446164,ASV66_615658
2,447798,ASV67,445112,0,1,1,motu53,ASV67_445112,ASV67_447798
2,452207,ASV70,430852,0,1,1,motu54,ASV70_430852,ASV70_452207
1,430623,ASV71,430623,0,0,0,motu55,ASV71_430623,ASV71_430623
3,415304,ASV72,413491,0,2,2,motu56,ASV72_413491,ASV72_415304
1,384576,ASV74,384576,0,0,0,motu57,ASV74_384576,ASV74_384576
1,350507,ASV75,350507,0,0,0,motu58,ASV75_350507,ASV75_350507
5,560001,ASV77,303693,0,2,2,motu59,ASV77_303693,ASV77_560001
2,303298,ASV78,300668,0,1,1,motu60,ASV78_300668,ASV78_303298
1,300077,ASV79,300077,0,0,0,motu61,ASV79_300077,ASV79_300077
2,286675,ASV82,286673,0,0,0,motu62,ASV82_286673,ASV82_286675
2,304489,ASV84,280602,0,1,1,motu63,ASV84_280602,ASV84_304489
10,485610,ASV87,268403,0,3,3,motu64,ASV87_268403,ASV87_485610
2,374852,ASV88,266964,0,1,1,motu65,ASV88_266964,ASV88_374852
3,266738,ASV90,263907,0,1,1,motu66,ASV90_263907,ASV90_266738
3,324878,ASV94,247675,0,1,1,motu67,ASV94_247675,ASV94_324878
2,261980,ASV95,246949,0,1,1,motu68,ASV95_246949,ASV95_261980
2,284913,ASV97,239586,0,1,1,motu69,ASV97_239586,ASV97_284913
1,235016,ASV98,235016,0,0,0,motu70,ASV98_235016,ASV98_235016
2,253541,ASV102,229617,0,1,1,motu71,ASV102_229617,ASV102_253541
3,343322,ASV103,227212,0,1,1,motu72,ASV103_227212,ASV103_343322
1,220463,ASV105,220463,0,0,0,motu73,ASV105_220463,ASV105_220463
2,218207,ASV109,209181,0,1,1,motu74,ASV109_209181,ASV109_218207
3,310027,ASV111,192865,0,1,1,motu75,ASV111_192865,ASV111_310027
2,211285,ASV114,177200,0,1,1,motu76,ASV114_177200,ASV114_211285
2,331738,ASV117,170367,0,1,1,motu77,ASV117_170367,ASV117_331738
1,169323,ASV119,169323,0,0,0,motu78,ASV119_169323,ASV119_169323
2,172034,ASV121,167890,0,1,1,motu79,ASV121_167890,ASV121_172034
4,213088,ASV122,167521,0,2,2,motu80,ASV122_167521,ASV122_213088
3,255883,ASV124,158801,0,1,1,motu81,ASV124_158801,ASV124_255883
1,156113,ASV125,156113,0,0,0,motu82,ASV125_156113,ASV125_156113
1,155585,ASV126,155585,0,0,0,motu83,ASV126_155585,ASV126_155585
1,151021,ASV129,151021,0,0,0,motu84,ASV129_151021,ASV129_151021
1,144180,ASV130,144180,0,0,0,motu85,ASV130_144180,ASV130_144180
2,151253,ASV131,142963,0,1,1,motu86,ASV131_142963,ASV131_151253
5,337663,ASV132,136245,0,2,2,motu87,ASV132_136245,ASV132_337663
2,215487,ASV133,135329,0,1,1,motu88,ASV133_135329,ASV133_215487
1,122307,ASV136,122307,0,0,0,motu89,ASV136_122307,ASV136_122307
2,215715,ASV137,121674,0,1,1,motu90,ASV137_121674,ASV137_215715
1,119636,ASV138,119636,0,0,0,motu91,ASV138_119636,ASV138_119636
1,118291,ASV139,118291,0,0,0,motu92,ASV139_118291,ASV139_118291
2,121497,ASV142,116339,0,1,1,motu93,ASV142_116339,ASV142_121497
1,114978,ASV143,114978,0,0,0,motu94,ASV143_114978,ASV143_114978
1,108904,ASV145,108904,0,0,0,motu95,ASV145_108904,ASV145_108904
1,101979,ASV148,101979,0,0,0,motu96,ASV148_101979,ASV148_101979
4,148607,ASV149,97297,0,2,2,motu97,ASV149_97297,ASV149_148607
2,97882,ASV150,95738,0,1,1,motu98,ASV150_95738,ASV150_97882
1,95327,ASV153,95327,0,0,0,motu99,ASV153_95327,ASV153_95327
1,91320,ASV156,91320,0,0,0,motu100,ASV156_91320,ASV156_91320
3,190757,ASV157,91215,0,2,2,motu101,ASV157_91215,ASV157_190757
3,145817,ASV158,90951,0,2,2,motu102,ASV158_90951,ASV158_145817
1,87086,ASV160,87086,0,0,0,motu103,ASV160_87086,ASV160_87086
2,87138,ASV161,86381,0,1,1,motu104,ASV161_86381,ASV161_87138
1,85973,ASV162,85973,0,0,0,motu105,ASV162_85973,ASV162_85973
1,84080,ASV164,84080,0,0,0,motu106,ASV164_84080,ASV164_84080
3,114733,ASV168,80732,0,1,1,motu107,ASV168_80732,ASV168_114733
3,162568,ASV172,80017,0,2,2,motu108,ASV172_80017,ASV172_162568
1,73849,ASV177,73849,0,0,0,motu109,ASV177_73849,ASV177_73849
1,71615,ASV181,71615,0,0,0,motu110,ASV181_71615,ASV181_71615
3,71373,ASV182,70551,0,2,2,motu111,ASV182_70551,ASV182_71373
1,70277,ASV183,70277,0,0,0,motu112,ASV183_70277,ASV183_70277
1,69865,ASV184,69865,0,0,0,motu113,ASV184_69865,ASV184_69865
1,67232,ASV189,67232,0,0,0,motu114,ASV189_67232,ASV189_67232
1,65023,ASV191,65023,0,0,0,motu115,ASV191_65023,ASV191_65023
2,63774,ASV193,63769,0,1,1,motu116,ASV193_63769,ASV193_63774
3,119014,ASV195,62642,0,2,2,motu117,ASV195_62642,ASV195_119014
1,60631,ASV197,60631,0,0,0,motu118,ASV197_60631,ASV197_60631
1,59701,ASV198,59701,0,0,0,motu119,ASV198_59701,ASV198_59701
1,57785,ASV202,57785,0,0,0,motu120,ASV202_57785,ASV202_57785
2,64975,ASV203,57206,0,1,1,motu121,ASV203_57206,ASV203_64975
1,55510,ASV208,55510,0,0,0,motu122,ASV208_55510,ASV208_55510
1,53947,ASV211,53947,0,0,0,motu123,ASV211_53947,ASV211_53947
1,50918,ASV217,50918,0,0,0,motu124,ASV217_50918,ASV217_50918
2,83881,ASV218,50375,0,1,1,motu125,ASV218_50375,ASV218_83881
2,91127,ASV221,47686,0,1,1,motu126,ASV221_47686,ASV221_91127
1,43879,ASV228,43879,0,0,0,motu127,ASV228_43879,ASV228_43879
2,66729,ASV231,41666,0,1,1,motu128,ASV231_41666,ASV231_66729
1,40268,ASV234,40268,0,0,0,motu129,ASV234_40268,ASV234_40268
2,43390,ASV236,39423,0,1,1,motu130,ASV236_39423,ASV236_43390
1,38892,ASV237,38892,0,0,0,motu131,ASV237_38892,ASV237_38892
2,37916,ASV240,37885,0,1,1,motu132,ASV240_37885,ASV240_37916
2,38326,ASV241,37674,0,1,1,motu133,ASV241_37674,ASV241_38326
1,35092,ASV248,35092,0,0,0,motu134,ASV248_35092,ASV248_35092
1,34245,ASV250,34245,0,0,0,motu135,ASV250_34245,ASV250_34245
1,32019,ASV255,32019,0,0,0,motu136,ASV255_32019,ASV255_32019
1,29845,ASV260,29845,0,0,0,motu137,ASV260_29845,ASV260_29845
1,29772,ASV261,29772,0,0,0,motu138,ASV261_29772,ASV261_29772
1,29497,ASV263,29497,0,0,0,motu139,ASV263_29497,ASV263_29497
2,34616,ASV265,29140,0,1,1,motu140,ASV265_29140,ASV265_34616
1,28977,ASV266,28977,0,0,0,motu141,ASV266_28977,ASV266_28977
1,28514,ASV268,28514,0,0,0,motu142,ASV268_28514,ASV268_28514
3,28281,ASV278,24414,0,2,2,motu143,ASV278_24414,ASV278_28281
7,27471,ASV285,23134,0,1,1,motu144,ASV285_23134,ASV285_27471
4,23165,ASV286,22930,0,2,2,motu145,ASV286_22930,ASV286_23165
1,22754,ASV288,22754,0,0,0,motu146,ASV288_22754,ASV288_22754
1,21619,ASV289,21619,0,0,0,motu147,ASV289_21619,ASV289_21619
1,21103,ASV293,21103,0,0,0,motu148,ASV293_21103,ASV293_21103
1,20168,ASV294,20168,0,0,0,motu149,ASV294_20168,ASV294_20168
2,20253,ASV295,20128,0,1,1,motu150,ASV295_20128,ASV295_20253
1,19632,ASV297,19632,0,0,0,motu151,ASV297_19632,ASV297_19632
2,34183,ASV298,19517,0,1,1,motu152,ASV298_19517,ASV298_34183
1,19360,ASV300,19360,0,0,0,motu153,ASV300_19360,ASV300_19360
2,33912,ASV303,18738,0,1,1,motu154,ASV303_18738,ASV303_33912
1,18337,ASV305,18337,0,0,0,motu155,ASV305_18337,ASV305_18337
2,17755,ASV308,17728,0,1,1,motu156,ASV308_17728,ASV308_17755
1,17636,ASV309,17636,0,0,0,motu157,ASV309_17636,ASV309_17636
2,17662,ASV310,17596,0,1,1,motu158,ASV310_17596,ASV310_17662
1,17133,ASV312,17133,0,0,0,motu159,ASV312_17133,ASV312_17133
1,16980,ASV314,16980,0,0,0,motu160,ASV314_16980,ASV314_16980
1,16231,ASV316,16231,0,0,0,motu161,ASV316_16231,ASV316_16231
1,15433,ASV319,15433,0,0,0,motu162,ASV319_15433,ASV319_15433
1,14614,ASV327,14614,0,0,0,motu163,ASV327_14614,ASV327_14614
1,14550,ASV328,14550,0,0,0,motu164,ASV328_14550,ASV328_14550
1,14488,ASV329,14488,0,0,0,motu165,ASV329_14488,ASV329_14488
2,21081,ASV330,14487,0,1,1,motu166,ASV330_14487,ASV330_21081
1,14393,ASV331,14393,0,0,0,motu167,ASV331_14393,ASV331_14393
1,14340,ASV332,14340,0,0,0,motu168,ASV332_14340,ASV332_14340
1,14243,ASV333,14243,0,0,0,motu169,ASV333_14243,ASV333_14243
1,14212,ASV334,14212,0,0,0,motu170,ASV334_14212,ASV334_14212
1,14010,ASV335,14010,0,0,0,motu171,ASV335_14010,ASV335_14010
1,13976,ASV336,13976,0,0,0,motu172,ASV336_13976,ASV336_13976
1,13711,ASV340,13711,0,0,0,motu173,ASV340_13711,ASV340_13711
6,22005,ASV341,13461,0,2,2,motu174,ASV341_13461,ASV341_22005
1,13379,ASV342,13379,0,0,0,motu175,ASV342_13379,ASV342_13379
1,13305,ASV343,13305,0,0,0,motu176,ASV343_13305,ASV343_13305
1,13093,ASV345,13093,0,0,0,motu177,ASV345_13093,ASV345_13093
2,15114,ASV346,13023,0,1,1,motu178,ASV346_13023,ASV346_15114
1,12986,ASV347,12986,0,0,0,motu179,ASV347_12986,ASV347_12986
5,13589,ASV349,12647,0,1,1,motu180,ASV349_12647,ASV349_13589
1,12575,ASV350,12575,0,0,0,motu181,ASV350_12575,ASV350_12575
1,12249,ASV353,12249,0,0,0,motu182,ASV353_12249,ASV353_12249
3,16389,ASV354,12203,0,2,2,motu183,ASV354_12203,ASV354_16389
1,12100,ASV356,12100,0,0,0,motu184,ASV356_12100,ASV356_12100
4,15650,ASV357,12095,0,2,2,motu185,ASV357_12095,ASV357_15650
1,12055,ASV358,12055,0,0,0,motu186,ASV358_12055,ASV358_12055
1,11968,ASV361,11968,0,0,0,motu187,ASV361_11968,ASV361_11968
1,11511,ASV366,11511,0,0,0,motu188,ASV366_11511,ASV366_11511
1,11466,ASV367,11466,0,0,0,motu189,ASV367_11466,ASV367_11466
2,18189,ASV368,11117,0,1,1,motu190,ASV368_11117,ASV368_18189
1,11056,ASV369,11056,0,0,0,motu191,ASV369_11056,ASV369_11056
1,10975,ASV370,10975,0,0,0,motu192,ASV370_10975,ASV370_10975
1,10800,ASV372,10800,0,0,0,motu193,ASV372_10800,ASV372_10800
1,10787,ASV373,10787,0,0,0,motu194,ASV373_10787,ASV373_10787
1,10740,ASV375,10740,0,0,0,motu195,ASV375_10740,ASV375_10740
1,10597,ASV377,10597,0,0,0,motu196,ASV377_10597,ASV377_10597
3,11156,ASV378,10573,0,2,2,motu197,ASV378_10573,ASV378_11156
1,10333,ASV381,10333,0,0,0,motu198,ASV381_10333,ASV381_10333
1,9986,ASV383,9986,0,0,0,motu199,ASV383_9986,ASV383_9986
1,9888,ASV384,9888,0,0,0,motu200,ASV384_9888,ASV384_9888
1,9872,ASV386,9872,0,0,0,motu201,ASV386_9872,ASV386_9872
1,9557,ASV387,9557,0,0,0,motu202,ASV387_9557,ASV387_9557
1,9530,ASV388,9530,0,0,0,motu203,ASV388_9530,ASV388_9530
1,9511,ASV389,9511,0,0,0,motu204,ASV389_9511,ASV389_9511
2,9506,ASV390,9377,0,1,1,motu205,ASV390_9377,ASV390_9506
2,13011,ASV397,9115,0,1,1,motu206,ASV397_9115,ASV397_13011
1,9085,ASV398,9085,0,0,0,motu207,ASV398_9085,ASV398_9085
1,9054,ASV399,9054,0,0,0,motu208,ASV399_9054,ASV399_9054
1,8855,ASV403,8855,0,0,0,motu209,ASV403_8855,ASV403_8855
1,8774,ASV405,8774,0,0,0,motu210,ASV405_8774,ASV405_8774
1,8772,ASV406,8772,0,0,0,motu211,ASV406_8772,ASV406_8772
1,8708,ASV408,8708,0,0,0,motu212,ASV408_8708,ASV408_8708
1,8668,ASV409,8668,0,0,0,motu213,ASV409_8668,ASV409_8668
3,8809,ASV411,8644,0,1,1,motu214,ASV411_8644,ASV411_8809
1,8542,ASV413,8542,0,0,0,motu215,ASV413_8542,ASV413_8542
2,9792,ASV414,8498,0,1,1,motu216,ASV414_8498,ASV414_9792
1,8469,ASV415,8469,0,0,0,motu217,ASV415_8469,ASV415_8469
1,8467,ASV416,8467,0,0,0,motu218,ASV416_8467,ASV416_8467
1,8418,ASV418,8418,0,0,0,motu219,ASV418_8418,ASV418_8418
1,8187,ASV422,8187,0,0,0,motu220,ASV422_8187,ASV422_8187
1,8054,ASV425,8054,0,0,0,motu221,ASV425_8054,ASV425_8054
1,8043,ASV427,8043,0,0,0,motu222,ASV427_8043,ASV427_8043
1,8007,ASV428,8007,0,0,0,motu223,ASV428_8007,ASV428_8007
1,7888,ASV430,7888,0,0,0,motu224,ASV430_7888,ASV430_7888
3,10388,ASV434,7703,0,1,1,motu225,ASV434_7703,ASV434_10388
1,7659,ASV435,7659,0,0,0,motu226,ASV435_7659,ASV435_7659
3,8223,ASV436,7596,0,1,1,motu227,ASV436_7596,ASV436_8223
2,8580,ASV438,7569,0,1,1,motu228,ASV438_7569,ASV438_8580
1,7546,ASV439,7546,0,0,0,motu229,ASV439_7546,ASV439_7546
1,7510,ASV441,7510,0,0,0,motu230,ASV441_7510,ASV441_7510
1,7172,ASV444,7172,0,0,0,motu231,ASV444_7172,ASV444_7172
1,7110,ASV445,7110,0,0,0,motu232,ASV445_7110,ASV445_7110
1,7026,ASV447,7026,0,0,0,motu233,ASV447_7026,ASV447_7026
1,6912,ASV449,6912,0,0,0,motu234,ASV449_6912,ASV449_6912
2,8072,ASV450,6801,0,1,1,motu235,ASV450_6801,ASV450_8072
1,6800,ASV451,6800,0,0,0,motu236,ASV451_6800,ASV451_6800
1,6779,ASV452,6779,0,0,0,motu237,ASV452_6779,ASV452_6779
1,6670,ASV454,6670,0,0,0,motu238,ASV454_6670,ASV454_6670
4,16904,ASV455,6651,0,3,3,motu239,ASV455_6651,ASV455_16904
1,6470,ASV459,6470,0,0,0,motu240,ASV459_6470,ASV459_6470
1,6422,ASV460,6422,0,0,0,motu241,ASV460_6422,ASV460_6422
1,6359,ASV461,6359,0,0,0,motu242,ASV461_6359,ASV461_6359
1,6194,ASV466,6194,0,0,0,motu243,ASV466_6194,ASV466_6194
1,6059,ASV467,6059,0,0,0,motu244,ASV467_6059,ASV467_6059
1,5984,ASV469,5984,0,0,0,motu245,ASV469_5984,ASV469_5984
1,5899,ASV471,5899,0,0,0,motu246,ASV471_5899,ASV471_5899
2,6042,ASV472,5855,0,1,1,motu247,ASV472_5855,ASV472_6042
1,5776,ASV474,5776,0,0,0,motu248,ASV474_5776,ASV474_5776
2,5749,ASV475,5738,0,1,1,motu249,ASV475_5738,ASV475_5749
4,7249,ASV482,5659,0,2,2,motu250,ASV482_5659,ASV482_7249
1,5645,ASV483,5645,0,0,0,motu251,ASV483_5645,ASV483_5645
2,5640,ASV484,5632,0,1,1,motu252,ASV484_5632,ASV484_5640
2,10487,ASV485,5519,0,1,1,motu253,ASV485_5519,ASV485_10487
1,5495,ASV486,5495,0,0,0,motu254,ASV486_5495,ASV486_5495
1,5358,ASV489,5358,0,0,0,motu255,ASV489_5358,ASV489_5358
1,5353,ASV490,5353,0,0,0,motu256,ASV490_5353,ASV490_5353
1,5232,ASV491,5232,0,0,0,motu257,ASV491_5232,ASV491_5232
1,5054,ASV497,5054,0,0,0,motu258,ASV497_5054,ASV497_5054
1,4937,ASV501,4937,0,0,0,motu259,ASV501_4937,ASV501_4937
1,4883,ASV503,4883,0,0,0,motu260,ASV503_4883,ASV503_4883
1,4858,ASV504,4858,0,0,0,motu261,ASV504_4858,ASV504_4858
1,4802,ASV505,4802,0,0,0,motu262,ASV505_4802,ASV505_4802
1,4775,ASV507,4775,0,0,0,motu263,ASV507_4775,ASV507_4775
1,4746,ASV508,4746,0,0,0,motu264,ASV508_4746,ASV508_4746
1,4638,ASV513,4638,0,0,0,motu265,ASV513_4638,ASV513_4638
1,4607,ASV514,4607,0,0,0,motu266,ASV514_4607,ASV514_4607
1,4505,ASV519,4505,0,0,0,motu267,ASV519_4505,ASV519_4505
1,4499,ASV520,4499,0,0,0,motu268,ASV520_4499,ASV520_4499
1,4496,ASV521,4496,0,0,0,motu269,ASV521_4496,ASV521_4496
3,4685,ASV522,4487,0,1,1,motu270,ASV522_4487,ASV522_4685
1,4414,ASV523,4414,0,0,0,motu271,ASV523_4414,ASV523_4414
3,4687,ASV524,4409,0,1,1,motu272,ASV524_4409,ASV524_4687
1,4331,ASV525,4331,0,0,0,motu273,ASV525_4331,ASV525_4331
1,4295,ASV527,4295,0,0,0,motu274,ASV527_4295,ASV527_4295
1,4223,ASV529,4223,0,0,0,motu275,ASV529_4223,ASV529_4223
2,5179,ASV530,4196,0,1,1,motu276,ASV530_4196,ASV530_5179
2,4259,ASV533,4140,0,1,1,motu277,ASV533_4140,ASV533_4259
2,4553,ASV534,4089,0,1,1,motu278,ASV534_4089,ASV534_4553
1,4076,ASV535,4076,0,0,0,motu279,ASV535_4076,ASV535_4076
1,4034,ASV536,4034,0,0,0,motu280,ASV536_4034,ASV536_4034
1,4019,ASV539,4019,0,0,0,motu281,ASV539_4019,ASV539_4019
2,4069,ASV540,4000,0,1,1,motu282,ASV540_4000,ASV540_4069
3,7127,ASV541,3978,0,2,2,motu283,ASV541_3978,ASV541_7127
1,3970,ASV542,3970,0,0,0,motu284,ASV542_3970,ASV542_3970
1,3963,ASV544,3963,0,0,0,motu285,ASV544_3963,ASV544_3963
1,3961,ASV545,3961,0,0,0,motu286,ASV545_3961,ASV545_3961
1,3927,ASV547,3927,0,0,0,motu287,ASV547_3927,ASV547_3927
1,3856,ASV549,3856,0,0,0,motu288,ASV549_3856,ASV549_3856
1,3843,ASV550,3843,0,0,0,motu289,ASV550_3843,ASV550_3843
1,3842,ASV551,3842,0,0,0,motu290,ASV551_3842,ASV551_3842
1,3788,ASV554,3788,0,0,0,motu291,ASV554_3788,ASV554_3788
1,3783,ASV555,3783,0,0,0,motu292,ASV555_3783,ASV555_3783
1,3764,ASV556,3764,0,0,0,motu293,ASV556_3764,ASV556_3764
3,4457,ASV557,3760,0,1,1,motu294,ASV557_3760,ASV557_4457
3,4339,ASV558,3743,0,1,1,motu295,ASV558_3743,ASV558_4339
1,3729,ASV559,3729,0,0,0,motu296,ASV559_3729,ASV559_3729
4,6572,ASV564,3622,0,2,2,motu297,ASV564_3622,ASV564_6572
1,3613,ASV565,3613,0,0,0,motu298,ASV565_3613,ASV565_3613
1,3575,ASV567,3575,0,0,0,motu299,ASV567_3575,ASV567_3575
1,3566,ASV568,3566,0,0,0,motu300,ASV568_3566,ASV568_3566
1,3558,ASV569,3558,0,0,0,motu301,ASV569_3558,ASV569_3558
1,3535,ASV570,3535,0,0,0,motu302,ASV570_3535,ASV570_3535
1,3504,ASV571,3504,0,0,0,motu303,ASV571_3504,ASV571_3504
2,3472,ASV572,3454,0,1,1,motu304,ASV572_3454,ASV572_3472
1,3448,ASV573,3448,0,0,0,motu305,ASV573_3448,ASV573_3448
1,3447,ASV574,3447,0,0,0,motu306,ASV574_3447,ASV574_3447
1,3437,ASV576,3437,0,0,0,motu307,ASV576_3437,ASV576_3437
1,3418,ASV577,3418,0,0,0,motu308,ASV577_3418,ASV577_3418
1,3378,ASV579,3378,0,0,0,motu309,ASV579_3378,ASV579_3378
1,3357,ASV580,3357,0,0,0,motu310,ASV580_3357,ASV580_3357
2,3360,ASV582,3322,0,1,1,motu311,ASV582_3322,ASV582_3360
1,3304,ASV585,3304,0,0,0,motu312,ASV585_3304,ASV585_3304
1,3273,ASV586,3273,0,0,0,motu313,ASV586_3273,ASV586_3273
1,3252,ASV587,3252,0,0,0,motu314,ASV587_3252,ASV587_3252
1,3247,ASV588,3247,0,0,0,motu315,ASV588_3247,ASV588_3247
1,3246,ASV589,3246,0,0,0,motu316,ASV589_3246,ASV589_3246
1,3231,ASV590,3231,0,0,0,motu317,ASV590_3231,ASV590_3231
1,3228,ASV591,3228,0,0,0,motu318,ASV591_3228,ASV591_3228
1,3160,ASV595,3160,0,0,0,motu319,ASV595_3160,ASV595_3160
2,3125,ASV596,3108,0,1,1,motu320,ASV596_3108,ASV596_3125
1,3099,ASV597,3099,0,0,0,motu321,ASV597_3099,ASV597_3099
1,3068,ASV598,3068,0,0,0,motu322,ASV598_3068,ASV598_3068
1,3038,ASV600,3038,0,0,0,motu323,ASV600_3038,ASV600_3038
1,2982,ASV601,2982,0,0,0,motu324,ASV601_2982,ASV601_2982
1,2950,ASV605,2950,0,0,0,motu325,ASV605_2950,ASV605_2950
3,4595,ASV606,2945,0,1,1,motu326,ASV606_2945,ASV606_4595
1,2927,ASV610,2927,0,0,0,motu327,ASV610_2927,ASV610_2927
1,2903,ASV611,2903,0,0,0,motu328,ASV611_2903,ASV611_2903
1,2850,ASV614,2850,0,0,0,motu329,ASV614_2850,ASV614_2850
1,2825,ASV616,2825,0,0,0,motu330,ASV616_2825,ASV616_2825
2,3091,ASV617,2822,0,1,1,motu331,ASV617_2822,ASV617_3091
1,2797,ASV618,2797,0,0,0,motu332,ASV618_2797,ASV618_2797
1,2763,ASV621,2763,0,0,0,motu333,ASV621_2763,ASV621_2763
1,2734,ASV623,2734,0,0,0,motu334,ASV623_2734,ASV623_2734
2,2887,ASV624,2723,0,1,1,motu335,ASV624_2723,ASV624_2887
1,2684,ASV628,2684,0,0,0,motu336,ASV628_2684,ASV628_2684
1,2646,ASV630,2646,0,0,0,motu337,ASV630_2646,ASV630_2646
2,2876,ASV631,2630,0,1,1,motu338,ASV631_2630,ASV631_2876
1,2620,ASV633,2620,0,0,0,motu339,ASV633_2620,ASV633_2620
3,3197,ASV634,2616,0,1,1,motu340,ASV634_2616,ASV634_3197
1,2612,ASV635,2612,0,0,0,motu341,ASV635_2612,ASV635_2612
1,2610,ASV636,2610,0,0,0,motu342,ASV636_2610,ASV636_2610
2,2640,ASV637,2602,0,1,1,motu343,ASV637_2602,ASV637_2640
1,2600,ASV639,2600,0,0,0,motu344,ASV639_2600,ASV639_2600
1,2598,ASV640,2598,0,0,0,motu345,ASV640_2598,ASV640_2598
1,2596,ASV641,2596,0,0,0,motu346,ASV641_2596,ASV641_2596
2,4560,ASV643,2589,0,1,1,motu347,ASV643_2589,ASV643_4560
1,2571,ASV644,2571,0,0,0,motu348,ASV644_2571,ASV644_2571
1,2561,ASV645,2561,0,0,0,motu349,ASV645_2561,ASV645_2561
1,2549,ASV647,2549,0,0,0,motu350,ASV647_2549,ASV647_2549
1,2538,ASV649,2538,0,0,0,motu351,ASV649_2538,ASV649_2538
